sample,sample_type,PRC1,CCNB1,TPX2,UBE2T,CEP55,STMN1,GTSE1,FANCD2,NUF2,BUB1B,MSH2,ILF3,SPATS2,KIF18A,YEATS2,PRR11,RCC2,ANAPC7,TARDBP,SMG5,DEDD,UBE2Q1,HM13,NR2C2AP,BRMS1,ATP5G2,CDK5RAP1
TCGA-DD-A116-11,0,1.0285844260726642,1.2927536062918739,0.7398542616398206,0.9259998874786983,0.1375010264921673,4.166668861901051,0.20163117540000605,0.40052693729759586,0.1505565184376899,0.21412028165042649,1.0285844260726642,3.589764459047848,1.2203239161193031,0.04264397547066702,0.8073614395331922,0.6960071633452156,1.8114981947802298,2.655381665213991,5.154250652412861,3.6028833175533412,2.9279238058584403,3.7559324300902377,5.763969196790673,1.8914008359944454,3.3205012519128925,7.98649406622006,2.9818479073430963
TCGA-ED-A627-01,1,2.289801857012573,2.3132439654730796,1.5993243360498173,1.8875299136561283,0.6690156014382272,5.516044137353816,0.6599208559172822,1.4005533209384378,0.575314001522003,0.6229301755642755,2.0635178794256355,4.8851158180343885,2.5007695143515245,0.21412028165042649,1.9708817033607575,0.6690156014382272,3.9726529621552977,3.684861400860381,5.6073704331934335,4.147316866023738,3.843001254226979,4.175547588677766,6.49091399984354,3.3840139243889213,4.486758393968911,8.224626219254208,3.7918059783499833
TCGA-DD-AAVV-01,1,2.558243166911549,3.5509303265657293,2.4276385705545804,3.9136514365660435,1.0214572118073437,5.219120943649651,0.7990679518214341,1.4699088573836434,2.3277239408625565,1.2868986669300422,2.3978241159266944,4.599317563211438,2.5459641463298146,0.4436144177516554,2.0975835108539065,1.0143639531974313,3.949537341848218,4.174697359051791,5.7470872573871485,5.80059210664607,4.70042635566463,5.882637279770986,7.997450900818713,3.4208685617909373,5.226128310171498,8.603510083871395,4.519834254526795
TCGA-BC-4073-01,1,4.67581843334406,5.0874261162689605,3.8489566323865994,3.6507698168530687,1.632284371547357,6.247396659342803,1.855977132699652,3.0017845314788745,2.241869873765465,2.5434777752619957,3.099309455662755,5.3265701746852745,3.8359316316313365,1.4488973213076244,2.978179698838065,2.7991263838504286,4.086625001141469,3.8539829078843426,6.586277880465734,4.084083897916669,4.218001488251472,4.999958489500075,7.395187340754887,3.1308931681356698,4.295716047827588,8.455411745241745,3.54846066398453
TCGA-QA-A7B7-01,1,5.369490936330365,5.811985017362189,4.598742295868858,5.161054742782716,1.6645104224910277,7.1098720215254705,2.2956931257243762,4.440263676915023,3.788651489921286,2.469877749395623,3.83890799801594,5.736096376265768,3.4699161363883366,2.372913320163698,2.094211740853363,2.367346641287257,4.788130213630321,4.956965505987649,6.617948809006703,5.634900074127399,4.346256822507687,5.752190706722223,6.994249280079545,4.106021850069389,5.124712259018224,9.204045762282272,4.291350385017587
TCGA-HP-A5N0-01,1,1.4435768521734766,1.5260689103801783,1.2448705313437445,1.43297002846825,0.250954424227243,4.355481929418985,0.1890378976317427,0.4436144177516554,0.29866493448370024,0.12432727046024596,2.5777008696757258,4.390221938975751,1.6599251928902197,0.1375010264921673,1.560705842362272,0.3103391388168759,2.7907370819918125,3.502068658667061,5.195769853651737,4.555242617929184,4.169879945840917,4.532270574341789,6.671409625199123,3.327703254397325,4.491822655480543,8.505571052018038,3.702671382789769
TCGA-DD-A114-11,0,1.963511096612471,2.424951897260927,1.6735636465178412,1.8835899020122413,0.45417830551482125,4.754314323791734,0.5160272710531829,1.6507749261266877,0.6040866530104423,0.6599208559172822,2.032120753939973,3.9420559661697063,1.7441789639255825,0.2868778373830473,1.4541655978040076,0.7136972758724295,3.0495985755444743,3.05311654399561,5.31145807173406,3.5298137885818184,3.4141604298893333,4.127603224616676,6.3797129893166336,2.3363009676069564,3.801179823064413,7.800081220051527,3.55953148075694
TCGA-DD-A1EG-11,0,0.8718343930630623,1.007204053563292,0.910726136775185,0.42222189429525453,0.07038733370622455,3.2972122460240025,0.21412028165042649,0.5459561635262882,0.20163117540000605,0.12432727046024596,1.0143639531974313,3.594533709885064,1.007204053563292,0.056584800958700956,0.5945501751834043,0.20163117540000605,2.480295856813495,2.8011821557254115,4.671878898538696,2.8933249149538955,3.0408966688567247,3.399214736270643,5.890403874233117,2.277958446909894,3.8539829078843426,7.908112645386872,3.3348191325143564
TCGA-DD-AAEI-01,1,3.641567738377844,4.581393051942751,3.1009881047351597,2.765533364936994,1.2448705313437445,5.344514947804558,1.2388058520636933,1.7092713940587816,1.2868986669300422,1.4699088573836434,2.0874754199382717,4.406702446193567,2.9202820660435784,0.8875109937935336,1.2265032361654702,1.5897547470696882,2.918372590781027,3.8699080030111497,5.335541853462216,4.708696859456383,3.635773047859993,4.489242645270021,6.8127773495243895,3.336260793509062,4.605262569099246,8.178782311998726,3.711537058404539
TCGA-DD-AACT-01,1,2.7886838110623096,3.0426540470148646,2.4004991448711794,3.423588990026788,0.5260839525733384,5.012554400570684,0.8639591438122435,1.1043431731651088,1.6781000056587052,1.1374837886788962,1.9335677156016553,4.602865262895943,2.0806723666309943,0.2868778373830473,1.2927536062918739,0.5849683428946804,2.9579416833232783,3.3405867248615873,5.3704667794535546,5.129666478967585,4.148166142034969,5.388522812243862,7.189607018162397,3.9570214004724775,4.411467337383426,8.018568628429062,4.241102101251195
TCGA-DD-A39V-01,1,2.5992990243051124,3.8379778339654824,1.9222110122142988,3.0908318059265936,0.3673730827466701,5.081893921479755,0.34483601749215964,1.2203239161193031,1.4005533209384378,0.41142546871202995,1.5459963165044162,4.900577803460859,2.198505378066866,0.2630398652935631,1.4802873733519473,0.8797159563229918,2.7290163860787007,3.864970768813177,5.929542597700712,4.736599593229125,3.754913799877364,4.554572368804613,8.941135160534447,4.746803791315932,5.987594747177552,9.016984686028382,4.835387208312011
TCGA-ZP-A9D2-01,1,4.657661797534823,3.99907485926803,3.6392680151453587,4.28024962140977,2.589784567704324,6.764517426425189,1.981849724128207,3.229567914713541,2.720273082122606,2.521057845873663,3.93644670290012,5.91410131248402,3.665595812690815,1.41145617307414,2.7824414827775623,2.462013606133905,4.860968091810721,5.078982498798254,6.349977852858816,5.488367915028591,5.282805079012579,6.427739522090923,8.28442993408558,4.587334869653014,5.700681355555273,8.663758151154996,4.133355290117708
TCGA-DD-A73B-01,1,3.358987724810266,4.76394540947178,3.7376984208688135,3.924111688741068,1.384076660626131,6.099473786723748,1.5360800833726251,1.9927711456300836,2.44361924686195,1.333411569946203,3.4699161363883366,4.782925815059569,2.817645929760636,1.0703817420707262,1.201622003974685,1.8952755894706854,3.0072127163290316,4.399175504247409,5.48572805500932,3.9401860429802595,3.8409545173336808,5.249103421216225,6.560550621102008,3.722440613576522,5.137050164907481,8.650989821123305,3.880718344839488
TCGA-FV-A4ZP-01,1,3.6713086844082072,5.380909321145864,3.444917164557646,3.503345270452935,1.1505799165126178,4.083236925731198,0.8953094988283345,2.5235361711901003,0.7398542616398206,0.5945501751834043,1.5656041085740449,4.5904020297634425,1.773994145265504,0.028568469949101772,1.367348167186681,2.632277411263961,3.0338701163114403,4.2126080425782915,6.255094365802323,5.948331566596467,2.687084489880253,3.8032222755174527,9.067289172768447,5.135884246199161,7.6464115030710005,9.263247350709884,5.385399209666218
TCGA-DD-AACS-01,1,3.5680458076220236,3.5360268943990265,4.142410523299914,4.6898505664569985,1.3219136991692206,7.158920747255479,1.9485863960138639,2.3219595999007043,2.424951897260927,1.9411071754336326,3.78763103513189,5.3265701746852745,3.65187440786996,1.0214572118073437,2.4383150917830414,2.214097544391443,4.189060716305269,3.8609660017097918,6.007675790900219,5.334859175865478,4.855947163771098,6.419041949349281,6.838746614434118,3.9772416590846813,4.957933352764346,8.02205516117094,4.2494385528114345
TCGA-DD-A4NK-01,1,2.173141449304076,2.289801857012573,0.9927898631597154,1.4059673641333936,0.40052693729759586,4.475772756256833,0.41142546871202995,0.5849683428946804,0.6229301755642755,0.38957002018585846,1.8480211831529465,4.351867608301322,1.4222206286962795,0.17631828427718285,1.2265032361654702,0.38957002018585846,2.650755190048965,3.714770456664918,5.187015915183872,5.076847569197354,4.23267364918137,4.935484889687448,6.054844094716052,3.0408966688567247,3.987359008602203,7.899448937336677,3.8659022273826062
TCGA-CC-5261-01,1,4.144014410062991,4.860485283199467,4.378510303118969,4.812523125987484,1.9222110122142988,7.069470539566795,2.7376840778435665,1.9597934848180225,3.1937921732224104,2.2357207558412324,3.9401860429802595,6.165322426561063,3.444917164557646,1.1309453287348874,3.15865770348939,2.521057845873663,4.871881096889069,4.67245538844896,6.434955021378543,5.959547846347562,5.206763016580585,5.827603806479745,7.793013122918574,4.406035423434037,4.6135106029008055,8.836855413874453,4.455531295810638
TCGA-DD-AACX-01,1,4.238828989081176,4.350536133651028,3.4789263279508034,3.693810232493442,1.3448486017673857,6.043714557867113,1.8797267340025992,2.0600185805548157,2.3701696760359736,2.2016357403219415,2.7462758411105312,5.186237859659686,2.3589660247330566,0.7484504086699504,1.8639498404753967,2.2539519907905428,3.4918597039085766,3.9020767220330907,5.8477457036147005,5.659401707307405,4.430916102120087,5.652246356537912,6.7305363318071985,4.12185254894109,4.9453530317075165,8.49091166446362,3.6713086844082072
TCGA-DD-AAE0-01,1,5.066950520494423,6.0325863410471,4.9904654508954165,5.207152197881159,2.8914209186975497,7.845380441066109,3.4789263279508034,2.972679925014845,3.6229032485544614,2.596960988718014,2.6982447815268307,6.236147150471612,2.9818479073430963,1.2448705313437445,2.4276385705545804,2.510988574385973,4.487331665037536,4.8841496357702985,5.920493865273626,5.38227577267268,4.463358944249652,5.510957858148369,9.0797659949321865,5.39506338988634,6.62705553035672,10.219809074096938,5.476342779437183
TCGA-DD-AADA-01,1,2.0703720448989293,2.2016357403219415,1.2750031987187,2.1570522916455186,0.47507348706068736,4.28024962140977,0.7048673537856789,0.9927898631597154,1.0635284679135382,0.6960071633452156,1.9927711456300836,4.553327657113021,1.4488973213076244,0.22651317312731462,1.5656041085740449,0.4436144177516554,2.744148330895824,4.333422829629656,4.92929427615161,4.372227985001148,4.567405245617433,5.509686351045881,6.772939552021476,3.3519490391014983,4.416137682954097,8.963090785587433,3.964414528580939
TCGA-DD-A1EI-01,1,3.4208685617909373,4.519164744610577,2.914554794904846,3.000034124131222,1.3219136991692206,5.394380012162074,1.5160294263793832,2.946706699597123,1.7092713940587816,1.6645104224910277,2.9818479073430963,5.436666486531787,3.0840368013578012,0.9999789920786105,2.516021351207757,1.8639498404753967,3.584996634320753,4.460781324788867,6.06607345049269,5.639505734018687,4.194543660595436,4.927456610910236,7.181860541009995,5.931018024342555,4.828825695920251,8.837953011534676,4.160247957667658
TCGA-BC-A5W4-01,1,2.5310592312140483,4.1457127595079255,2.238794435245979,2.901118051548772,0.17631828427718285,5.646169773949106,0.250954424227243,1.5459963165044162,1.1043431731651088,0.5160272710531829,2.448927792276986,5.139576416530451,3.0143963800318616,0.45417830551482125,1.4646715151769598,0.7048673537856789,3.2156374365688167,4.560700874648922,5.7125498882503125,4.951449191798329,4.384698783922032,5.431000530382864,7.634571082538869,4.519834254526795,5.695679488010024,8.999618441827053,4.63106831615011
TCGA-BC-A10T-01,1,3.4699161363883366,2.7991263838504286,2.7991263838504286,2.7907370819918125,1.372931313237765,5.676950041337103,0.8155891101532136,1.761275307314511,1.6276115331202299,1.3391529474152564,2.8679130281690814,4.446274376453699,2.3219595999007043,0.6780580461448458,1.773994145265504,1.3895766548075825,2.582531919738358,4.378510303118969,5.42592115599291,3.5197685422776583,4.6898505664569985,4.53361015965589,6.417361807698837,3.5717093073713997,4.297234705325133,8.910498223370467,3.8369547055316344
TCGA-CC-A7IH-01,1,3.05311654399561,3.2780015945568257,2.4751257596471237,3.60765646814365,0.7136972758724295,5.904267548297865,0.7655403752649063,1.1309453287348874,1.6087907556124854,0.910726136775185,2.68032837388335,5.110629476865289,1.8718665430943708,0.34483601749215964,1.5310371932709508,0.8318796748078965,3.3405867248615873,3.881650547514313,5.8096277293479055,5.229924357062441,4.755373622562729,6.33200214371249,6.889805000408922,3.4751031438334756,4.245648924622149,8.17210546390966,4.186697750289093
TCGA-DD-A4NG-01,1,3.032114219751019,3.025005881701776,2.3419992197023114,3.1308931681356698,0.7655403752649063,4.450186748015341,0.6415558552970472,0.8875109937935336,1.4059673641333936,1.090853998963106,2.2172372575818273,4.8319133313379465,2.4004991448711794,0.3103391388168759,1.4646715151769598,0.6780580461448458,2.558243166911549,3.60169025073284,5.583474595616613,4.509697479941781,3.828864613935384,4.91459518428311,6.463722345400331,3.6713086844082072,3.909730227506635,7.966374192406602,4.220367395754861
TCGA-WJ-A86L-01,1,3.8934000448385646,2.9763461020046105,2.6088258830470235,3.1209748631177554,1.2388058520636933,4.572290722266953,1.5993243360498173,2.2868585353436615,2.3505167520631747,1.682573968806901,1.8952755894706854,5.18507079857143,2.924102169060101,0.6870438821454687,2.2016357403219415,1.6735636465178412,3.9570214004724775,4.783985913075962,5.777909402410199,6.563815733947447,4.601714616562908,5.889224092134273,6.761148703699392,3.5885723690007563,4.841467222506709,8.075353304663878,3.576564758875946
TCGA-DD-A4ND-01,1,3.370185053166218,4.892846089982552,3.15865770348939,2.550939541036929,1.3504980460779699,6.26249652002776,2.2016357403219415,1.9107393529820278,1.6229459144937792,1.560705842362272,2.4828413579302517,5.394380012162074,3.0267605724637865,1.1570267291489524,2.367346641287257,1.5459963165044162,3.499515762864817,4.478924755735232,5.750031513401869,4.393650636539406,3.620606132999809,4.166668861901051,7.3619878551058315,3.070371515849766,3.5459913960101845,8.340353624286816,4.114407026588502
TCGA-2Y-A9H2-01,1,4.519164744610577,3.4944112847854467,3.2372544099274956,3.7322410906454224,1.8757946364409923,6.037411688255987,2.4195006541650654,2.653026018723903,2.238794435245979,2.3757389625781027,3.1026670112305736,6.192147318591448,3.97358935047722,1.1890504124707402,2.9763461020046105,2.38131337857397,5.552442187415167,5.1055800946671805,6.338915547119557,5.905644207016238,4.7322684706243265,5.419572536429137,7.003873525199163,4.363187689554038,5.4909101063706185,9.27023599807297,4.221124532579454
TCGA-DD-AAVW-01,1,3.598111581321363,3.560721376524997,2.693761859924005,2.9504502529422716,0.8399376695711672,5.18390376413942,1.1763404737818046,1.769749360899839,1.7907402741784713,1.3448486017673857,2.4725012307055207,4.878256415098863,2.8460154848254886,0.575314001522003,1.989102633222684,1.2388058520636933,3.267510952107869,4.1293004111060645,5.694306485900225,4.75595143448537,4.339126094907244,5.559195650566506,6.896647011198131,3.310335230077278,4.197663803972704,8.46727801689392,3.8165965462193157
TCGA-EP-A2KC-01,1,3.15865770348939,3.450186063306623,2.1890475407391916,3.1634546070316154,0.9335616876382705,5.230313710662646,0.963465713162307,1.7484626091535285,1.9259684724803396,1.2927536062918739,2.6275811984374338,5.2824153450147495,1.9298032055054526,0.46467850914319014,1.7137191488257695,1.1699351265066096,2.8619592288903277,3.7866106366251895,5.545004386139969,5.554889015093992,4.28024962140977,5.09295895333331,6.90993517712069,4.173091449821261,4.647866881389682,8.47754904659165,3.864970768813177
TCGA-CC-A7IL-01,1,3.3840139243889213,3.6170232784252527,2.693761859924005,3.481566727787418,0.45417830551482125,5.209876548648269,1.1570267291489524,1.632284371547357,1.8359027500155825,0.9708495670999162,2.2234436842169094,4.163458198882489,1.4854279970202247,0.42222189429525453,1.1440469915380642,0.9030174855525862,2.0703720448989293,4.015206230167752,5.429242237349525,4.521077667611915,4.394412624588641,5.589447771086827,7.614672324167565,3.267510952107869,4.64210645376271,7.721246102231492,4.408703605906426
TCGA-DD-A4NS-01,1,2.6576538681670008,2.150538060264354,1.6507749261266877,2.344810252548844,0.6507781429548161,5.287579545304321,0.6135372870422602,1.1176728770050608,0.8399376695711672,0.7398542616398206,2.490565945643234,5.467936326433694,2.6599267444573487,0.3219362737064646,2.032120753939973,0.910726136775185,3.851004217067256,3.7980237447411382,5.881949135187971,4.489911516198782,4.230401280446806,5.34090603371746,6.30267421085695,3.8399312304600177,4.462022373531049,8.269079540384766,3.8419778586012283
TCGA-DD-A1EJ-11,0,0.7655403752649063,0.9708495670999162,0.7907537371228007,0.5459561635262882,0.1375010264921673,3.2280490680045624,0.1890378976317427,0.47507348706068736,0.16350100616721566,0.12432727046024596,1.4594449366055156,3.53977425137595,1.2509538448246542,0.056584800958700956,0.8073614395331922,0.29866493448370024,2.042638006587823,2.922191925613677,5.136272882708145,2.9164635002575228,3.000034124131222,3.766585177801521,5.84273432597532,2.330528120977377,3.8459787138845813,7.788732520504878,3.214120347413585
TCGA-DD-AADI-01,1,3.1858665386324003,3.2912843589477707,1.6461418284935447,3.1731433397673445,0.45417830551482125,4.840984647847179,0.43294824413198646,1.6135016777251294,1.3504980460779699,0.5260839525733384,2.2357207558412324,5.088687934937341,2.711454487760337,0.29866493448370024,1.6276115331202299,0.8155891101532136,3.5360268943990265,4.621760643431078,5.77398233013414,5.111891904713202,4.813487586880129,5.902595921242147,8.19751791767053,4.701003306214114,5.97637493050346,9.504086204298966,5.265269805407825
TCGA-CC-A7IG-01,1,4.6633287368963074,6.14816606885175,4.4521908425233745,4.8505407086954,2.675855659679498,7.912394788306123,2.821680870610176,2.9523661172334155,3.1126573906599138,2.8011821557254115,3.407364936967058,5.609427431207277,2.996359255296132,1.0566009268087797,2.3950692383973267,2.8875275987997777,4.817152754748645,5.0192413516803125,6.374476690099547,5.813556581452609,4.052202924090047,6.006297538451887,8.077744423020919,4.815609484424955,5.897974535388237,9.658284741063543,4.915078625738497
TCGA-MR-A8JO-01,1,2.6415106616794013,2.8237419827820758,1.6553466902800247,2.5921202992388754,0.8155891101532136,5.28913864460085,0.7136972758724295,1.2079111912242162,0.9854880234058967,0.782420652403773,2.3103683098707872,4.9471914654425655,2.3334138304602083,0.29866493448370024,2.117710452346412,0.6415558552970472,3.9344838200351995,3.53977425137595,5.867892566200118,3.6028833175533412,3.2719930564427453,4.1293004111060645,7.243144913693734,3.258551581432758,4.811944460858607,8.353114345362386,3.6859682200802157
TCGA-DD-A11B-11,0,0.7136972758724295,1.1176728770050608,0.6040866530104423,1.035643048663878,0.07038733370622455,3.0959529308277847,0.11103388355031066,0.20163117540000605,0.17631828427718285,0.12432727046024596,1.1505799165126178,3.52734752193842,1.1374837886788962,0.028568469949101772,0.8399376695711672,0.29866493448370024,2.3074142806054083,2.584948660429005,4.92078365339465,4.112710906933542,2.8914209186975497,3.6633848969011167,5.719220640829179,2.2357207558412324,3.2794368949156936,7.480492911916441,2.7420213703176572
TCGA-ES-A2HT-11,0,2.3161210638001606,2.14078271266906,1.7092713940587816,2.1110176879743685,0.27500444854110573,4.663905087058702,0.42222189429525453,1.23264484686769,0.47507348706068736,0.40052693729759586,1.6461418284935447,3.949537341848218,1.989102633222684,0.21412028165042649,1.2868986669300422,0.3219362737064646,3.0823607682394845,3.422228710011805,5.391646580056243,3.778171321640154,3.565573428781581,3.9718102479763244,6.7340034452459925,3.0391395863967,4.428245905749895,7.940080610497662,3.8699080030111497
TCGA-5R-AA1C-01,1,2.173141449304076,3.264553645580981,2.0975835108539065,3.818640673361711,0.5945501751834043,5.527294058797706,0.43294824413198646,1.3617786408537167,1.8196628006810427,1.007204053563292,2.7991263838504286,4.808376215154816,2.720273082122606,0.40052693729759586,1.83187202356403,0.7907537371228007,2.735558792267944,4.255503105324904,5.896499678064659,4.941579650619129,4.703215035331948,5.655676914638339,6.3979924409292535,4.119401864995192,4.608810895119033,8.528508330941781,4.023276380840469
TCGA-BC-A216-11,0,1.695964314457595,2.114401370521526,1.636896539378977,1.505897654128505,0.6322596043371412,3.4982394790231606,0.2868778373830473,0.9335616876382705,0.49569216057701265,0.6135372870422602,1.2630595330598264,3.3936934463992174,1.2690226149569193,0.20163117540000605,0.6960071633452156,0.6599208559172822,2.2986410680884446,2.707048821569179,4.427578394212254,2.536023981728238,2.6644745136069243,3.2690346870281433,5.776142195321196,2.0565979388695785,3.255506869818685,7.528825552948826,2.9523661172334155
TCGA-G3-AAV1-01,1,2.7591376504739173,3.769735881889321,2.526098048159343,1.9855120271851818,0.5945501751834043,5.040471658175167,0.7484504086699504,1.769749360899839,1.1374837886788962,0.9708495670999162,2.3978241159266944,4.821204127764124,2.946706699597123,0.46467850914319014,2.014320806088411,1.4488973213076244,2.6599267444573487,4.3701341867302554,5.805306216139342,4.730632400804816,4.200027807696657,4.796516558561814,7.127345499514911,3.552119563921201,4.3680405426972495,8.501482337832,4.04261919891488
TCGA-BC-A10X-01,1,1.5160294263793832,1.773994145265504,1.6087907556124854,1.4168323986618683,0.29866493448370024,4.207877894979361,0.3103391388168759,0.49569216057701265,0.45417830551482125,0.43294824413198646,1.731150717890886,3.8550069383273518,1.807351308100919,0.16350100616721566,1.310357056256527,0.6135372870422602,2.8894307950863762,2.9069238338477583,5.166304242579593,2.6346266199522423,3.511007230059664,4.117705386324793,5.733937640716243,2.6252341962325874,3.9587992572450514,7.90900890347126,3.2853592385494017
TCGA-DD-A39Z-11,0,1.333411569946203,1.4488973213076244,1.4488973213076244,0.8318796748078965,0.17631828427718285,3.9927943713757927,0.21412028165042649,0.29866493448370024,0.2868778373830473,0.3219362737064646,0.8639591438122435,3.3448239082169766,0.8237481557834879,0.056584800958700956,0.49569216057701265,0.16350100616721566,1.9708817033607575,2.6690249657812073,4.8723640407605835,2.536023981728238,2.7376840778435665,3.3146525638626048,5.8885358935474,2.2203002791463087,3.7866106366251895,7.9085109820262725,3.116019021501094
TCGA-CC-A9FU-01,1,4.3985086539869505,5.279492428491641,4.834422212028125,4.698214797331138,1.9373357075357485,6.895457076533039,2.8875275987997777,2.536023981728238,3.554589809980377,2.490565945643234,3.5097299647403783,5.955808927793792,3.1292985609645987,1.1699351265066096,2.498217166497223,2.3103683098707872,4.428245905749895,4.9904654508954165,6.148560435281454,6.320447813357564,4.837413776676366,5.794110665267223,8.180376799015196,4.33770016864856,5.179527622784598,9.041737271217793,4.982330172919881
TCGA-ZS-A9CF-01,1,3.738808591094199,4.349109623880669,4.0312555973878625,4.498225828378261,1.8399378570959801,7.312296783129605,1.384076660626131,2.528578193147445,2.996359255296132,1.5260689103801783,2.5992990243051124,5.373687177594017,2.38131337857397,1.632284371547357,1.8718665430943708,2.2986410680884446,3.450186063306623,3.5097299647403783,5.936624874445105,3.7267854378363885,3.775019164296768,5.004027551713689,5.989858563974358,2.6392432717721768,4.710428133871667,8.622760844340783,3.773999464688011
