sample,Subtype_Immune_Model_Based,PRC1,CCNB2,KIF20A,ECT2,RACGAP1,BUB1,FANCI,SMC4,CEP55,KIAA0101,ZWINT,SAE1,MAD2L1,MSH2,H2AFY,DNAJC9,NCAPD2,PPP1CC,RNF34,PRR11,RCC2,SPC25,CENPL,PSMC3IP,SMARCD1,MYO19,RBMX,CCDC97,ANAPC7,WDHD1,TARDBP,RAD51,DEDD,B4GALT3,YY1AP1,PYGO2,PI4KB,SNRPB,SNRPD1,MRPL9,SCNM1,DTYMK,RFXANK,LSM2,EIF3B,NR2C2AP,SNRPE,SNRPA,ATP5G2,CDK5RAP1,PSMG3,TSEN54
TCGA-DD-A116-11,0,1.0285844260726642,0.3673730827466701,0.3561345822114239,0.49569216057701265,0.6870438821454687,0.27500444854110573,0.6690156014382272,1.4222206286962795,0.1375010264921673,1.773994145265504,2.1953769042314852,3.4751031438334756,0.8953094988283345,1.0285844260726642,4.133355290117708,1.636896539378977,1.1890504124707402,4.332662482960061,2.007175824318493,0.6960071633452156,1.8114981947802298,0.5260839525733384,0.27500444854110573,0.7570405765592495,2.653026018723903,2.0035701684751404,4.079849348560208,1.7048990188278728,2.655381665213991,0.37850342869913906,5.154250652412861,0.33341923628540887,2.9279238058584403,2.673578094106339,3.4141604298893333,2.3950692383973267,3.0338701163114403,4.93355022646628,3.379854742901063,3.779283976976088,3.224922631660019,2.8679130281690814,3.83890799801594,3.852028090491935,4.219515643722847,1.8914008359944454,5.496972665353581,3.963478546077665,7.98649406622006,2.9818479073430963,3.060067978857998,2.6229717139180764
TCGA-ED-A627-01,2,2.289801857012573,1.0566009268087797,0.9335616876382705,1.7441789639255825,1.7570460558528649,0.6780580461448458,1.23264484686769,2.4004991448711794,0.6690156014382272,2.4302449195192755,2.4751257596471237,4.755373622562729,1.7527516428785137,2.0635178794256355,5.7001909613482535,2.6576538681670008,2.1953769042314852,4.7126404377828575,3.422228710011805,0.6690156014382272,3.9726529621552977,1.0703817420707262,0.9183874899273239,1.0635284679135382,3.888456952122971,3.051357412842632,5.335249276345638,2.8933249149538955,3.684861400860381,0.5655943161500262,5.6073704331934335,0.6690156014382272,3.843001254226979,4.080696196083024,4.252470652806201,3.3233815747991775,4.138354110707339,6.2907279754093866,5.013038929038094,4.679758405754664,4.133355290117708,3.7634350186992185,5.152987137465874,4.550934114943227,5.417521586498161,3.3840139243889213,6.095335065954365,4.318314872198412,8.224626219254208,3.7918059783499833,4.26156906513795,3.9212159038167473
TCGA-DD-AAVV-01,2,2.558243166911549,1.594569079691644,1.2927536062918739,2.173141449304076,2.1795291175672435,0.9560728396167849,1.4750928805227972,2.4195006541650654,1.0214572118073437,3.0426540470148646,2.8519587658166516,4.862899383760152,1.7137191488257695,2.3978241159266944,6.283027773400794,2.3589660247330566,2.1043342504227764,5.234207404547984,3.4369266855509073,1.0143639531974313,3.949537341848218,1.298684341633731,1.682573968806901,1.2448705313437445,4.26156906513795,3.2433355424834183,5.331640949119398,2.901118051548772,4.174697359051791,0.48543423374694417,5.7470872573871485,1.2750031987187,4.70042635566463,4.986881870714677,5.152987137465874,4.416804935827904,5.626767412030292,7.482481731874762,5.304537114913911,6.320349063432288,6.068240671775948,4.427578394212254,5.141616944738456,4.924071646145417,6.379910590037544,3.4208685617909373,7.9680674059669405,4.8201430135463665,8.603510083871395,4.519834254526795,5.095482916225576,4.053988579473121
TCGA-BC-4073-01,1,4.67581843334406,3.6610821679739813,2.5680485252372147,3.9457963178307427,3.6147269913925064,2.5921202992388754,3.2853592385494017,3.2853592385494017,1.632284371547357,4.790732677215412,4.460781324788867,4.347683186810154,3.4918597039085766,3.099309455662755,6.191950051361537,2.269072579240485,3.6170232784252527,5.856491784377221,3.864970768813177,2.7991263838504286,4.086625001141469,2.344810252548844,1.9222110122142988,1.695964314457595,4.078061661853612,4.107717486947281,6.031700079947028,2.854026916936525,3.8539829078843426,1.8399378570959801,6.586277880465734,2.5007695143515245,4.218001488251472,3.7897647774749625,4.450186748015341,3.399214736270643,3.83890799801594,6.693393692007103,5.928854073870982,4.4235736409571995,4.09594476862813,4.253986835043798,4.571045335721471,4.69100413766103,5.889224092134273,3.1308931681356698,6.239699500124342,4.711486175485853,8.455411745241745,3.54846066398453,4.157887755800892,3.648468820329495
TCGA-QA-A7B7-01,3,5.369490936330365,4.779263884081509,3.667899157881732,3.632278820341917,4.103478624910522,3.6507698168530687,3.805264950868075,4.98271753323208,1.6645104224910277,5.046968735951954,4.708696859456383,5.219510217226283,4.418234814395678,3.83890799801594,6.069324300873585,3.0495985755444743,4.356147776124231,5.531109691408286,4.111014909474021,2.367346641287257,4.788130213630321,3.025005881701776,3.3146525638626048,3.196910460139933,4.9556105567533,4.684852187427979,5.661362202425913,3.7169879891012316,4.956965505987649,2.7506176634716346,6.617948809006703,2.555835453523104,4.346256822507687,4.189816912813381,5.2776413288628525,4.612935093436668,5.236446408326285,7.668501653433829,5.876050985341702,5.709803281717714,5.433638065164705,5.327350264253921,5.700485197480651,4.97729479805173,6.0439115293748396,4.106021850069389,7.34191138243265,5.519467819951284,9.204045762282272,4.291350385017587,4.901061083246577,4.530452655476804
TCGA-HP-A5N0-01,2,1.4435768521734766,0.34483601749215964,0.33341923628540887,0.6870438821454687,1.4594449366055156,0.2630398652935631,0.6322596043371412,2.411454485858343,0.250954424227243,1.6690337817679282,1.4905788011624557,4.331236889305059,1.2141074578634277,2.5777008696757258,5.142005626312034,1.6735636465178412,2.2809765290787722,5.315455071151191,2.7866310338960965,0.3103391388168759,2.7907370819918125,0.1890378976317427,0.7570405765592495,0.6690156014382272,3.1126573906599138,2.5235361711901003,5.023699866736071,2.5033228304129955,3.502068658667061,0.34483601749215964,5.195769853651737,0.3561345822114239,4.169879945840917,3.750562118621266,4.406035423434037,3.633474130615357,4.370895550085138,5.954431471417831,4.726301978106415,4.808858391471845,4.561371249887163,4.0312555973878625,4.8485134752315115,5.84322562389158,5.189058367211936,3.327703254397325,6.542742310768885,4.687062922761292,8.505571052018038,3.702671382789769,4.490580401556601,3.426309944993352
TCGA-DD-A114-11,0,1.963511096612471,1.2750031987187,0.6780580461448458,1.1440469915380642,1.6735636465178412,0.575314001522003,1.2690226149569193,2.2479470478976107,0.45417830551482125,2.763400916284012,2.8439491814085454,4.098487172911421,1.7949392157282418,2.032120753939973,5.26341919023283,2.2110381280352795,1.815578208984868,4.404606140310683,2.8032384178182026,0.7136972758724295,3.0495985755444743,0.7570405765592495,0.7224544057696689,0.6229301755642755,3.2780015945568257,2.6780495008770386,4.4269108977098055,2.241869873765465,3.05311654399561,0.8639591438122435,5.31145807173406,1.0214572118073437,3.4141604298893333,3.0143963800318616,3.667899157881732,2.720273082122606,3.258551581432758,5.196548053687884,3.9690014425518303,4.484752028911679,3.6780375978093853,3.15865770348939,4.162702810027948,4.244133228189176,4.623487649039204,2.3363009676069564,5.495408078729476,4.146467619880628,7.800081220051527,3.55953148075694,3.513470834118995,3.246377243646231
TCGA-DD-A1EG-11,0,0.8718343930630623,0.1890378976317427,0.1505565184376899,0.5558164866999667,0.6135372870422602,0.12432727046024596,0.45417830551482125,1.636896539378977,0.07038733370622455,1.5160294263793832,1.2388058520636933,3.3687397125396616,0.7655403752649063,1.0143639531974313,4.512183557183862,1.7354878743445705,0.8718343930630623,3.9373814745691997,2.3277239408625565,0.20163117540000605,2.480295856813495,0.17631828427718285,0.2868778373830473,0.6690156014382272,2.6892814804754126,1.9963678241479974,4.187453874992321,1.6735636465178412,2.8011821557254115,0.27500444854110573,4.671878898538696,0.22651317312731462,3.0408966688567247,2.5704603891686184,3.565573428781581,2.1890475407391916,3.221886297972214,5.7265787799113115,4.341312657275745,4.112710906933542,3.5335596234057105,2.6275811984374338,3.8777355908840168,3.8399312304600177,4.662176064924579,2.277958446909894,5.446925156165085,3.8104654919371153,7.908112645386872,3.3348191325143564,3.6713086844082072,3.1905856539678736
TCGA-DD-AAEI-01,3,3.641567738377844,3.0338701163114403,2.2539519907905428,1.7655097452861825,2.5084323617750877,1.6507749261266877,1.5752931321845816,2.7591376504739173,1.2448705313437445,3.511007230059664,3.626395482280416,5.1259750518449465,2.821680870610176,2.0874754199382717,5.396820683029061,2.6959607117567344,3.1308931681356698,5.156680578598336,3.258551581432758,1.5897547470696882,2.918372590781027,1.41145617307414,1.124323278425576,0.9560728396167849,3.9193478731670472,2.7180675276795636,4.6093863344718935,2.7004448780949515,3.8699080030111497,0.6040866530104423,5.335541853462216,1.6135016777251294,3.635773047859993,3.2509412100441106,3.769735881889321,2.7612690112413154,3.895265680346793,6.740640711005393,5.014783274525428,4.1489210791060644,3.795981860979444,4.554572368804613,4.564340219862316,4.615333113959304,5.715590892506541,3.336260793509062,6.18050919305338,4.667363386276547,8.178782311998726,3.711537058404539,4.403939165502965,3.379854742901063
TCGA-DD-AACT-01,2,2.7886838110623096,1.7949392157282418,1.1176728770050608,1.6870542095894951,1.584948382204129,1.0143639531974313,1.43297002846825,2.3103683098707872,0.5260839525733384,3.640371842454103,2.8519587658166516,4.708215964537302,1.5508689224250372,1.9335677156016553,4.906860876965417,1.903036563830748,2.0806723666309943,4.740931222090955,2.6644745136069243,0.5849683428946804,2.9579416833232783,1.1505799165126178,1.5558160771235081,0.6780580461448458,3.910757137576785,3.1937921732224104,4.46727352476739,2.724685998170931,3.3405867248615873,0.9030174855525862,5.3704667794535546,1.1827124374655402,4.148166142034969,4.805290427892449,4.434254185081436,3.8855662766775754,4.502049245238252,6.709933410789109,4.890430224796341,5.456794633098637,4.779263884081509,3.8708396957497513,5.431977381800481,4.698791712519923,5.29167227515947,3.9570214004724775,6.989387740557868,4.467941918034989,8.018568628429062,4.241102101251195,4.63922659912096,3.665595812690815
TCGA-DD-A39V-01,1,2.5992990243051124,2.3840620741529563,0.7655403752649063,1.0566009268087797,2.2868585353436615,0.6415558552970472,2.2986410680884446,1.7004632278141196,0.3673730827466701,3.1009881047351597,2.6181976180630024,5.104803313460421,2.1276513093467027,1.5459963165044162,4.818599625763752,1.803209177237808,1.4802873733519473,5.0080969827283335,2.9392239325462097,0.8797159563229918,2.7290163860787007,1.090853998963106,0.8875109937935336,0.9486234845404837,2.448927792276986,2.4956657881963986,5.168734751800727,2.924102169060101,3.864970768813177,0.9486234845404837,5.929542597700712,0.941119233104861,3.754913799877364,4.581393051942751,4.583788818226536,3.598111581321363,4.218758554725081,7.906519303423801,6.088733185533036,6.821102920568196,5.863666230753076,4.568650494190112,7.360496968958329,6.1697598857814775,7.34479354245938,4.746803791315932,8.580669366683589,5.465297324164151,9.016984686028382,4.835387208312011,6.083018488197631,4.6276136268548
TCGA-ZP-A9D2-01,1,4.657661797534823,2.9069238338477583,1.584948382204129,3.6735206359355166,3.658779754146978,2.3045415571379295,3.503345270452935,4.0626369084396865,2.589784567704324,4.172335764083331,4.105174077645114,6.005411529995815,2.829842270460428,3.93644670290012,6.0254964889224025,3.4155199262923293,3.531092750729681,5.626179545344794,4.384698783922032,2.462013606133905,4.860968091810721,1.7092713940587816,3.0426540470148646,2.871884394114793,5.448195396378744,4.890430224796341,5.775553135220991,3.779283976976088,5.078982498798254,1.6599251928902197,6.349977852858816,3.137539804644096,5.282805079012579,4.956965505987649,5.337394876809122,4.745744735032582,5.177096595651709,6.814660476794826,5.843520404063604,5.7416897506205355,5.866418238631486,4.715911046178012,5.576816594064891,5.466274719401336,6.275920368581359,4.587334869653014,7.257649120817256,5.2245710367880935,8.663758151154996,4.133355290117708,5.081117524622614,5.209487346937276
TCGA-DD-A73B-01,3,3.358987724810266,3.035626309813242,2.879745879975695,3.0891547204996828,3.3923360917250753,2.053103930206787,2.448927792276986,4.079849348560208,1.384076660626131,3.263030458961317,5.14890523086531,5.272770314253755,2.4004991448711794,3.4699161363883366,6.7710569198099435,3.2372544099274956,3.0444117205608157,4.948642915885016,3.592148906470563,1.8952755894706854,3.0072127163290316,2.238794435245979,2.560734768873345,1.8639498404753967,4.426243416249167,3.684861400860381,5.482501709027315,2.711454487760337,4.399175504247409,1.903036563830748,5.48572805500932,1.1505799165126178,3.8409545173336808,3.543522523255455,4.618210962135833,3.2280490680045624,4.1457127595079255,7.00288131163704,5.596596686084975,5.639799722528986,4.671302418024684,3.5121933594007735,5.214547196153732,4.907827587433855,5.385789650940215,3.722440613576522,6.587861254764582,4.808858391471845,8.650989821123305,3.880718344839488,5.1259750518449465,3.79700277488704
TCGA-FV-A4ZP-01,3,3.6713086844082072,3.2156374365688167,0.49569216057701265,1.4750928805227972,3.0444117205608157,1.3617786408537167,3.790785349827804,2.090842375914163,1.1505799165126178,3.255506869818685,3.5838049014714626,4.880188525506727,2.053103930206787,1.5656041085740449,5.318282389198206,2.424951897260927,1.7990718103872587,5.035623689206047,2.6017213498829532,2.632277411263961,3.0338701163114403,2.4931153807959237,0.8237481557834879,1.2630595330598264,3.4208685617909373,2.121021805194677,4.761826359442113,3.396408558087201,4.2126080425782915,0.1890378976317427,6.255094365802323,2.6848036496398127,2.687084489880253,4.453526979504797,4.622911970794966,4.561945868188399,4.658238054616655,8.828374039165556,8.031518770820943,6.836268452324823,7.558963342963328,6.7999924906901485,8.759529353925382,6.8016772586126075,9.212830901807578,5.135884246199161,8.764916929751893,7.286362320013069,9.263247350709884,5.385399209666218,8.789560688421556,7.497696712593718
TCGA-DD-AACS-01,3,3.5680458076220236,2.6158535713831514,1.4905788011624557,3.327703254397325,3.235734600683561,1.8718665430943708,2.7907370819918125,4.239586670922166,1.3219136991692206,5.132192352170511,4.948159093644025,5.0832526465324674,2.4646339356214595,3.78763103513189,6.095039449772712,4.200878903565306,2.8757710985545417,4.971775913822929,3.288321452284039,2.214097544391443,4.189060716305269,1.773994145265504,2.356148266365327,2.7420213703176572,3.8135307699671346,4.785527926143048,5.63401817363663,2.9504502529422716,3.8609660017097918,1.2750031987187,6.007675790900219,2.229578685345505,4.855947163771098,4.570470557836199,4.851506093886091,4.919333149566121,4.866955395905581,6.319262819903026,5.252511591534702,5.6893050529196945,5.358952874362395,4.632315928297651,4.75489211941667,4.99366186070723,5.672145882622237,3.9772416590846813,7.020940433287073,4.560700874648922,8.02205516117094,4.2494385528114345,4.616484223988246,4.139957726840382
TCGA-DD-A4NK-01,2,2.173141449304076,0.9335616876382705,0.8073614395331922,0.9854880234058967,1.2868986669300422,0.7655403752649063,1.0635284679135382,2.14078271266906,0.40052693729759586,1.7092713940587816,2.1309694533400827,4.197663803972704,1.256997569690541,1.8480211831529465,5.345490369078463,2.5631441514892312,1.8914008359944454,4.040928378860901,2.8135270612072687,0.38957002018585846,2.650755190048965,0.7655403752649063,1.2079111912242162,0.8237481557834879,2.954195248579515,3.5471802535157524,4.94390169210067,2.811468356741647,3.714770456664918,0.47507348706068736,5.187015915183872,0.27500444854110573,4.23267364918137,4.025904510418561,4.67581843334406,3.6633848969011167,4.373655663054301,6.4713354220340324,4.316890022187323,4.723030441164728,4.160247957667658,3.155460883094251,4.207121153525293,4.255503105324904,6.258548641963111,3.0408966688567247,5.959055874338648,4.2471647095805825,7.899448937336677,3.8659022273826062,4.990078022884685,3.4032892365240603
TCGA-CC-5261-01,2,4.144014410062991,3.5410540463338354,3.374341269680217,3.2016340060926765,3.6368766418975995,2.459394330231469,2.924102169060101,4.4815994328719455,1.9222110122142988,3.8165965462193157,4.418234814395678,5.76446000639947,2.553345580683047,3.9401860429802595,7.097562086638033,3.895265680346793,3.730114110918445,5.799610035853699,4.111014909474021,2.521057845873663,4.871881096889069,1.9222110122142988,3.1026670112305736,1.944882113414397,4.536672279421266,4.640954483128279,6.434955021378543,4.275791641269894,4.67245538844896,2.5680485252372147,6.434955021378543,1.9855120271851818,5.206763016580585,5.030291514430009,5.6655774485033055,5.354757698182059,5.358952874362395,7.947649775928968,6.013287461482313,6.00472241824991,5.620301150793307,4.205513153307706,5.46265843357244,5.997044097005271,5.2353755686218575,4.406035423434037,7.831142865042848,5.463342579657869,8.836855413874453,4.455531295810638,4.309576962580004,4.818117329505393
TCGA-DD-AACX-01,3,4.238828989081176,3.1325766107599358,2.40325644644005,2.16349732274102,3.292810974819379,1.9597934848180225,2.2986410680884446,3.574091040023871,1.3448486017673857,4.588005786790282,4.2690586666934,5.097230353024481,2.6229717139180764,2.7462758411105312,6.127661146611166,2.5033228304129955,2.9088309941937585,5.270140147651058,3.2599846461924193,2.2539519907905428,3.4918597039085766,2.2539519907905428,1.855977132699652,2.0565979388695785,4.2742742017768895,4.521651567019151,5.415177729168583,3.1699424919882646,3.9020767220330907,0.910726136775185,5.8477457036147005,1.6182200682201526,4.430916102120087,4.012579379752279,4.504630315911327,4.04609517493704,4.1489210791060644,6.025201090174451,4.335608942650962,5.123546633018956,5.077623896092036,4.366708304170098,5.670185093322318,4.740353642378123,5.657343245249759,4.12185254894109,6.461744998040661,4.721394782014534,8.49091166446362,3.6713086844082072,4.458776660930238,4.181122041683219
TCGA-DD-AAE0-01,5,5.066950520494423,4.6444105100104505,3.336260793509062,2.9202820660435784,3.270558608027837,2.1276513093467027,3.22653041209936,3.6170232784252527,2.8914209186975497,4.832395796085307,4.383365767497229,5.813753029141423,2.972679925014845,2.6982447815268307,6.717362023991945,4.116009029453328,3.828864613935384,5.333103756844727,3.8114871958620706,2.510988574385973,4.487331665037536,2.8499772343183447,2.3015905460058645,2.922191925613677,4.942063398912179,4.566160044322434,5.803243758704828,3.8449551603285763,4.8841496357702985,1.163497006258656,5.920493865273626,2.796985476723334,4.463358944249652,4.684852187427979,5.435591868204586,5.311068135857892,5.384715943662708,8.64590251792035,6.669726296649743,6.99365398256556,6.7499531809104445,5.373296816843223,7.141047361084047,6.679232406716096,7.079594939878562,5.39506338988634,8.584858423452914,6.4752904477504565,10.219809074096938,5.476342779437183,6.534531501215783,6.110609786538328
