gene,SubGroup-20220427-060001_log2FoldChange,SubGroup-20220427-060001_padj,SubGroup-20220430-004133_log2FoldChange,SubGroup-20220430-004133_padj,SubGroup-20220429-185614_log2FoldChange,SubGroup-20220429-185614_padj,SubGroup-20220421-205602_log2FoldChange,SubGroup-20220421-205602_padj,SubGroup-20220421-025501_log2FoldChange,SubGroup-20220421-025501_padj,SubGroup-20220429-003157_log2FoldChange,SubGroup-20220429-003157_padj,SubGroup-20220425-064702_log2FoldChange,SubGroup-20220425-064702_padj,SubGroup-20220429-130636_log2FoldChange,SubGroup-20220429-130636_padj,SubGroup-20220425-081002_log2FoldChange,SubGroup-20220425-081002_padj,SubGroup-20220419-183523_log2FoldChange,SubGroup-20220419-183523_padj,SubGroup-20220323-140755_log2FoldChange,SubGroup-20220323-140755_padj,SubGroup-20220324-071315_log2FoldChange,SubGroup-20220324-071315_padj,SubGroup-20220322-054649_log2FoldChange,SubGroup-20220322-054649_padj,SubGroup-20220425-114106_log2FoldChange,SubGroup-20220425-114106_padj,SubGroup-20220419-223032_log2FoldChange,SubGroup-20220419-223032_padj,SubGroup-20220324-221313_log2FoldChange,SubGroup-20220324-221313_padj,SubGroup-20220418-141453_log2FoldChange,SubGroup-20220418-141453_padj,SubGroup-20220423-160346_log2FoldChange,SubGroup-20220423-160346_padj,SubGroup-20220321-233956_log2FoldChange,SubGroup-20220321-233956_padj,SubGroup-20220423-200800_log2FoldChange,SubGroup-20220423-200800_padj,SubGroup-20220428-164506_log2FoldChange,SubGroup-20220428-164506_padj,SubGroup-20220419-225028_log2FoldChange,SubGroup-20220419-225028_padj,SubGroup-20220325-000524_log2FoldChange,SubGroup-20220325-000524_padj,SubGroup-20220501-032700_log2FoldChange,SubGroup-20220501-032700_padj,SubGroup-20220428-005140_log2FoldChange,SubGroup-20220428-005140_padj,SubGroup-20220415-113944_log2FoldChange,SubGroup-20220415-113944_padj,SubGroup-20220422-183229_log2FoldChange,SubGroup-20220422-183229_padj,SubGroup-20220322-212513_log2FoldChange,SubGroup-20220322-212513_padj,SubGroup-20220322-144533_log2FoldChange,SubGroup-20220322-144533_padj,SubGroup-20220415-113406_log2FoldChange,SubGroup-20220415-113406_padj,SubGroup-20220423-182806_log2FoldChange,SubGroup-20220423-182806_padj,SubGroup-20220423-120742_log2FoldChange,SubGroup-20220423-120742_padj,SubGroup-log2FC_median,SubGroup-log2FC_mean,NT-TP_log2FoldChange,pvalue,type,SUPPORT,CONFIDENCE,LIFT,COUNT
ACSS3,,,,,,,,,,,1.5456994072538488,2.520296972804152e-13,,,-1.2963001247914816,1.5251225914049568e-11,,,,,1.4048357796794555,5.9203408645741e-11,1.2937311899412816,3.646613708535297e-09,1.3952883391717503,1.7443856298293368e-11,1.0302340018959049,3.475058483567867e-07,,,,,1.4237956293783818,5.9162218605103296e-12,,,,,1.272912500515328,3.1353324584325116e-10,2.045288482396732,1.469922313981108e-24,1.2839158688992878,8.68459740262138e-11,,,,,,,,,1.186656072942679,4.0888303880290885e-09,,,1.9228962242048253,1.2555890930489615e-20,1.5532669804725372,3.959982785227909e-15,,,,,1.757973393724079e-07,0.5948970697591707,-1.7654919716568718,3.8377474848814625e-12,,,,,
ACTA2,,,,,,,,,,,1.6723253171505248,3.21344268005109e-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2768560671307556,1.6672628233152344e-27,,,,,,,1.055286545741855,9.27342265713695e-19,,,1.07632940865843,2.2202163856526182e-20,1.0142421102569674,4.4130819432578365e-16,0.5071210551284839,0.600196409460638,-0.22793757963391814,0.05636838770475263,Colorectal Neoplasms,4.4835900603790125e-05,0.8181818181818182,0.9680886579188367,9.0
ACTC1,,,,,,,,,,,1.2589839618124847,2.986208716393424e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4096849328165069,9.021548020606225e-09,,,,,,,1.4543993153593475,2.717063894164075e-09,,,,,,,1.2807052714491278,4.491831317727598e-07,,,1.0621378815840936,2.8480377746778168e-05,,,0.5310831809809202,0.636093071265713,,,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0
ACTG2,1.4915538841678126,7.56811339487741e-12,,,,,,,,,2.6228500294852197,2.8791081541829325e-39,,,,,,,,,1.123428214218776,4.977531732331114e-07,1.0770198229703811,5.281989137939991e-07,,,,,,,1.5371845232320855,1.3834681941817656e-12,,,1.0548831757490382,1.0812182578696366e-06,,,,,2.121773853698157,1.051852458944246e-25,,,,,1.0328873031409769,3.621411054150061e-07,1.98503371487232,1.5339698559313174e-20,,,,,,,1.592608842077667,4.4173372803321053e-13,,,1.738160953775612,1.9411178840016236e-16,1.6192660118786113,2.1102428226761218e-13,0.5164441921796173,0.780523879630693,,,Colorectal Neoplasms,1.4945300201263376e-05,1.0,1.1832194707896893,3.0
ACTL8,,,-2.15365338197894,1.9049919366003484e-11,-1.5233778156667868,4.717553390595619e-06,,,-1.6301824900259698,6.271594658183609e-07,,,-1.8001032053025234,4.129479220951897e-08,-1.6514898370138222,3.9961610546608833e-07,-1.1179820375607867,0.0010025568361504,-1.3711445294539495,5.474156042191112e-05,,,-1.6972128893066378,1.1686121784411547e-06,-1.6448465423076646,1.5011877769753138e-06,-1.9086551917373336,4.1838244518152444e-09,-1.2269600379850634,0.0002712053926354,,,-2.0983029473407084,1.5252080595631597e-10,-1.5187205236797834,7.499390975434692e-06,-2.1970340418620378,1.320454409875436e-11,-2.002396199067655,8.70545219563076e-10,-1.8775127209086373,2.7055783115695927e-08,-1.33225474977587,7.857454307297279e-05,-1.120136599522062,0.0010013339363265,-1.4992390291299929,1.0140259166908387e-05,-1.6548929674162298,7.21100854431352e-07,-1.8688750684351776,1.0776489772045432e-08,-1.9693095038259285,1.3627819116885903e-09,,,,,-1.3771009894981203,5.219072770526142e-05,-1.6839423217675402,3.7582604660228484e-07,,,-0.5589910187737911,-0.8261597714267703,1.2618635897881103,0.0022496013758437697,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0
ACY3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.051185883657329,3.921525095067583e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5255929418286625,-0.5255929418286625,-0.38302733276467854,0.033044538970001106,,,,,
ADAM12,,,,,,,-1.4365377800428387,8.442425697028345e-16,,,2.127929286790871,2.346077731507382e-38,,,,,,,,,,,,,,,,,-1.09544806538933,2.1357804522120096e-14,,,,,,,,,,,,,,,,,,,1.6300199475149515,1.2935663215989516e-26,,,,,,,1.0445476030840375,5.5042267112707005e-11,,,1.1682733042713993,4.5191686765103804e-14,1.2464378381936412,1.4483848033097868e-14,3.327474564361195e-14,0.3123481422985259,,,Colorectal Neoplasms,4.4835900603790125e-05,0.8181818181818182,0.9680886579188367,9.0
ADAM23,1.136157838521076,7.025093599866006e-11,,,,,,,,,2.379533111828068,2.485497509052665e-40,1.0922153898206135,2.786521064294337e-12,,,,,,,1.19047680309771,6.40031972276277e-13,,,1.0938879314389411,2.3264850464155424e-13,,,,,1.3777412837078695,1.4963345795830407e-17,,,,,,,,,1.362046051227391,7.265709873004563e-17,,,,,,,1.6233881590639596,6.098918834971943e-20,,,,,,,1.6152509308507177,2.6943524094419497e-22,,,1.5875040396262614,6.789503578783907e-23,1.4701354069049004,3.345684051029352e-17,0.5461076949454322,0.7162802017872545,,,Colorectal Neoplasms,4.981766733754459e-06,0.5,0.5916097353948446,1.0
ADAM28,,,-1.225308347336261,6.325013359368875e-15,-1.3284162555043582,3.586763436110989e-16,-1.4013977354900795,1.6402947121537252e-17,-1.2979974338385185,4.821873238168639e-16,,,,,-1.3620161371354622,2.9740752992543065e-17,,,,,,,,,,,-1.0410908233110894,1.5106802683585372e-10,-1.5066398653635211,6.1036251363365735e-22,,,-1.0125212123334109,8.525735088045229e-12,,,-1.06343424364959,4.069289756443942e-12,,,,,-1.273911412529888,6.900057734096262e-17,-1.1421930139309222,1.1675617122565311e-11,-1.0213732037934005,1.499540072826547e-11,,,-1.1347049087151195,2.189159991940975e-12,-1.0686015587479938,6.608269766495633e-12,-1.361215021105362,6.139730277534064e-18,,,-1.0447465201954322,2.7223571805335395e-12,,,,,-0.5062606061667054,-0.5997523726953108,,,Colorectal Neoplasms,2.4908833668772293e-05,1.0,1.1832194707896893,5.0
ADAM32,,,1.248448220273608,5.6668060059273275e-08,1.111108142053121,1.1657577724602938e-06,,,1.2726329490638442,1.3158339776077656e-08,,,1.0132120006558742,5.646388298290577e-06,1.0260549519531452,8.303995525306439e-06,,,,,,,,,1.214517438260303,1.480335754708712e-07,1.172399201826885,2.3839960050747162e-07,1.2213043698763169,9.670332553026965e-08,,,1.018611076196248,9.998391034545832e-06,1.1207747221218285,6.102240926979513e-07,,,1.001988535236145,1.909738554297056e-05,1.1697358927908403,2.779209615277735e-07,1.2877786466533134,1.0556168059396846e-08,1.246671337650777,4.333604704881999e-08,1.2980736831556343,6.428587100399491e-09,1.0053650289604958,4.988816504576504e-06,,,1.1647998427470203,3.562195607502369e-07,1.079771211855196,1.4995461958653326e-06,,,1.2167733940562016,7.292920675268815e-08,,,,,0.501003816310844,0.5741301818604113,,,,,,,
ADAM33,1.6245884537636197,6.262637842008864e-20,,,,,,,,,2.538115852891448,2.280443057064561e-53,1.1594432813848945,8.780288260120087e-12,,,1.0128003567699388,3.9755356218609025e-09,1.103861101306297,1.7404295403619994e-10,1.3605229677995796,1.8621333696680893e-14,,,1.1551681640414937,4.188791547433469e-12,,,,,1.3781515475206867,4.143466493209359e-15,1.0409914192360576,1.099370251798412e-09,1.1337662677036255,2.5291964212715508e-11,,,1.0736096843056706,1.96286845373412e-12,1.7950230427772818,6.500025805597195e-27,,,,,1.0340616579199884,1.3741024647635723e-10,1.9232408024458816,2.9110379788702123e-27,,,1.006405567445758,5.231492511152782e-12,,,1.785611852196363,4.5016719512339295e-24,1.0276737196670531,1.421855925084833e-10,1.6400483643695918,2.967272173465508e-21,1.9038641557945668,3.599249862426955e-27,0.5032027857106468,0.6974397705288325,-0.4226988133944639,0.02200268275510481,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0
ADAM6,,,,,,,-1.272873382566208,4.227800761236039e-08,,,1.7378211731355435,2.8106407230573522e-14,,,,,,,,,,,,,,,,,-1.2708316590709696,1.7258793385799743e-09,,,,,,,,,,,,,,,,,,,,,,,,,-1.002602621202554,6.032671437930272e-06,,,,,,,,,8.629537224936025e-10,-0.20094226801843124,,,,,,,
ADAMTS1,,,,,,,,,,,1.3681505293964782,2.1796342113002464e-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6840752646982391,0.684075264698239,-0.2577820288906225,0.04200163879492304,Colorectal Neoplasms,3.487236713628121e-05,1.0,1.1832194707896893,7.0
ADAMTS10,,,,,,,,,,,1.918232195148435,5.682567969654087e-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.357062423660795,4.167796559973031e-31,,,,,,,1.25956297006077,6.917759024858561e-31,,,1.2111838514250606,7.109306636105397e-29,1.3386518786514654,1.4289585330786486e-30,0.6055919257125303,0.6991168404235506,,,,,,,
ADAMTS12,,,,,,,,,,,1.6862680101361518,1.067499982181122e-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.336318593405837,7.029798818396765e-16,,,,,,,1.0571164999734384,1.0696829033253248e-10,,,1.2013142840561024,1.829206972260133e-14,1.1967091832586274,3.490156193274183e-13,0.5285582500402033,0.6369349837252452,,,Colorectal Neoplasms,1.9927066935017835e-05,1.0,1.1832194707896893,4.0
ADAMTS16,1.1678716064514965,1.2332379247067956e-08,,,,,-1.3248529448610848,1.8393209639939665e-11,,,2.4355295770826824,2.278600758543872e-35,1.1211051297197885,1.3307067029805684e-08,,,1.0598924242018837,1.5273353617135636e-07,,,1.0376378323950997,5.539690030341744e-07,1.2003315028873018,1.5903060745208755e-09,1.0244708499164208,2.2671395216588083e-08,,,,,1.3633396120754775,3.606970541305584e-11,,,1.0036433606425876,7.331931534728831e-07,,,,,1.6639281754966964,7.416238633959881e-18,,,,,,,2.0445345635694183,3.926323673858652e-25,,,,,,,1.5932522008557966,4.301731654914204e-15,,,1.5871111845213086,2.6308282500478106e-15,1.7693814563495764,9.054840261053325e-18,6.435810782535288e-07,0.6047476988624787,-0.493568484052552,0.01697348210650518,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0
ADAMTS2,,,,,,,-1.2683231170518343,1.0101982959196181e-13,,,1.6439271223872836,2.620272385203043e-24,,,,,,,,,,,,,,,,,-1.0802282656760334,1.749236174776365e-13,,,,,,,,,,,,,,,,,,,1.1041645628719563,1.970529480335769e-13,,,,,,,,,,,,,,,1.3797172353479914e-13,0.04439336694799814,,,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0
ADAMTS3,,,,,,,,,,,1.4285472638310843,9.437506220573931e-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.115529244120554,5.2322675198840474e-20,,,,,,,,,,,,,,,0.557764622060277,0.6203682260023831,,,,,,,
ADAMTS4,,,,,,,,,,,1.088114587786944,3.309665071171404e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.544057293893472,0.544057293893472,-0.36545808089144605,0.02588734643428376,Colorectal Neoplasms,1.4945300201263376e-05,1.0,1.1832194707896893,3.0
ADAMTS5,,,,,,,,,,,1.1085355633891418,2.607535306957221e-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5542677816945709,0.5542677816945709,,,Colorectal Neoplasms,3.487236713628121e-05,0.875,1.035317036940978,7.0
ADAMTS6,,,,,,,,,,,1.111271098126594,5.123905096090257e-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0181943913063964,1.3324873204203472e-17,,,,,,,,,,,,,,,0.5090971956531982,0.5277125370172377,,,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0
ADAMTS7,,,,,,,,,,,1.2570899866824572,1.788570241361052e-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6285449933412286,0.6285449933412286,-0.21211707100863994,0.07008597605282774,,,,,
ADAMTS8,1.397907545074103,1.1251151636078298e-14,,,,,,,,,1.725509674178651,7.911804933893435e-20,,,,,,,,,1.0071607544239904,4.4417209149456783e-08,,,,,,,,,1.0349756308155884,1.1164811278258228e-08,,,,,,,,,1.27380673244146,9.8782153710027e-13,,,,,,,1.2010662320111154,2.474865822847744e-10,,,,,,,1.171511561092147,3.8310418216836904e-10,,,1.197834984081472,2.9705055291488007e-11,1.213974014614286,5.790092534566047e-11,0.5035803994205998,0.6172277676028751,,,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0
ADAMTSL1,1.2648654656910794,1.0446551627298312e-19,,,,,,,,,1.598866261495193,6.854367387723727e-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1211428145272866,4.0704737862137343e-16,,,,,,,1.2615259006230768,3.3647310704698504e-18,,,,,,,1.2321743801076357,3.20053224738382e-18,,,1.2057522210432636,6.837126583619741e-19,1.249054393873951,4.451519525420282e-19,0.5605714072636435,0.6329301896416752,,,,,,,
ADAMTSL2,1.0359188253795737,2.47517647297069e-13,1.0132259891218711,1.4883033912903762e-14,,,,,,,,,,,,,,,,,1.0904818218939245,8.742027321854874e-15,,,1.1498873538389804,7.11835715497002e-17,,,,,,,,,1.1014935065071858,4.712560392755695e-16,,,,,1.070682269967366,2.764369028832441e-14,,,,,1.0647368508131714,5.760778906657104e-15,,,,,,,,,1.1575535673690691,9.754167258726298e-17,1.1050869685909916,2.4790855587577403e-16,,,1.0304543067564402,9.57553514367118e-14,0.5066129945610593,0.5393397359428588,,,,,,,
ADAMTSL3,1.5848601360447792,2.3616901770940106e-18,,,,,,,,,2.3474730246196724,6.03778519403407e-39,1.0158599278964366,6.570787028853168e-09,,,,,,,,,1.2217506362951174,9.616600296228283e-14,1.3532706895671145,8.816186478914977e-17,,,,,1.3323451100411563,8.552657660979233e-14,,,1.0652735733795318,5.498037704478589e-10,,,,,1.9118362558025532,3.7373690647100254e-30,,,,,,,1.8125584151934933,2.614791438018207e-22,,,,,,,1.822354360383365,2.83052524953678e-24,1.286463036736332,1.3771590749697085e-17,1.7015451043913865,1.453264747565379e-22,1.466188582220187,7.338975732007916e-15,0.5079299672336118,0.7566558824787228,,,Colorectal Neoplasms,1.4945300201263376e-05,1.0,1.1832194707896893,3.0
ADAMTSL4,,,,,,,,,,,1.1200126780703548,4.862896176783184e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5600063390351774,0.5600063390351774,,,,,,,
ADCY1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05772348010761,7.434889171713156e-09,,,,,,,,,,,,,,,0.5288617437712496,0.5288617437712496,,,Colorectal Neoplasms,4.981766733754459e-06,0.5,0.5916097353948446,1.0
ADCY2,,,,,,,,,,,1.814236480974568,5.639578838211324e-34,,,,,,,,,,,,,,,,,,,1.0490037156239382,1.7362312396289432e-11,,,,,,,,,1.3466357441258257,9.371337645174641e-20,,,,,,,1.474233040766,2.2446590378560508e-21,,,,,,,1.3262110843179906,1.2980921173855965e-17,,,1.281163721890854,2.433843572911997e-17,1.2468192273395875,4.354861131047354e-15,0.5245018578206503,0.6708536581917854,,,Colorectal Neoplasms,2.989060040252675e-05,1.0,1.1832194707896893,6.0
ADCY4,,,,,,,,,,,1.0061880060278,5.3761539498893054e-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5030940030139,0.5030940030139,,,Colorectal Neoplasms,1.4945300201263376e-05,1.0,1.1832194707896893,3.0
ADCY5,1.114685414198704,5.324036124381887e-07,,,,,,,,,2.2994613822247305,1.0577329902197208e-29,,,,,1.1343910730662812,3.379829482268039e-08,,,,,1.296450965854417,3.8130788582478767e-10,,,,,,,1.3648737514221434,6.185402896496858e-11,,,,,,,,,1.5062495220587262,7.312474214630175e-13,,,,,1.0479496871382357,2.3095897470608755e-07,1.425640085543099,1.2190351864873164e-10,,,,,,,1.653354483781863,7.912513344911885e-15,,,1.581106716798133,1.2945776606556667e-14,1.1030782542906734,7.449433442136536e-07,0.5239752160407899,0.6978790476125148,,,Colorectal Neoplasms,1.4945300201263376e-05,0.75,0.8874146030922669,3.0
ADCYAP1,,,,,,,-1.159565678464899,4.4764236711045314e-08,,,2.280427285962356,2.1742844812982745e-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3173931962667396,4.24703435665335e-09,,,,,,,1.5336504894569456,2.7671314347380695e-11,,,,,,,1.234715349691853,9.478492785906776e-08,,,1.049775840436284,4.426760513432808e-06,1.424664262369201,5.377157101038853e-10,2.260772720645938e-06,0.5120711718408867,,,Colorectal Neoplasms,2.989060040252675e-05,1.0,1.1832194707896893,6.0
ADH1B,2.100699306516347,9.530957375040131e-15,,,,,-1.1582789257338717,4.094359291692457e-05,,,3.496196869956117,2.675346293423058e-32,1.3833338652348155,6.319312767215598e-08,,,1.2790133342224457,9.50219970439629e-07,1.268729600324264,1.274974678446126e-06,1.4995036938120272,4.5179686612916664e-08,1.0649002693775025,9.353975651741112e-05,,,,,,,1.6572204604970626,6.551939297505416e-10,1.0655041407903016,5.201988858979278e-05,1.247178981965188,2.0074249636518576e-06,,,,,1.8067476020340287,1.1401722310952532e-11,,,,,,,2.0722932972695327,7.194991634592059e-13,,,,,-1.0101833901221269,0.00012934555339,1.790174136041785,2.2815322516730646e-10,,,2.2610305016333263,1.3810128983299644e-17,1.9697023689754007,7.626162756555659e-12,7.277982255360195e-05,0.6798331166658185,,,Colorectal Neoplasms,0.000119562401610107,0.9230769230769231,1.0922025884212518,24.0
ADH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0219067582210812,0.0006758823759134,,,,,,,,,,,,,,,,,,,0.5112913202984973,0.5112913202984973,0.8073249488746769,0.02761438877705998,Colorectal Neoplasms,1.4945300201263376e-05,1.0,1.1832194707896893,3.0
ADH6,,,,,,,,,,,,,-1.079304104886161,2.24119444260674e-08,,,,,,,,,,,,,,,,,,,-1.0374024979793597,1.1358874624376793e-07,,,,,,,,,,,,,-1.0098505983694366,2.4758996520140616e-07,,,,,,,,,-1.1316414127004404,7.024431610981099e-09,,,,,-1.0243637883964694,1.9646217026300843e-07,-0.5049252956725024,-0.5261351919024647,,,,,,,
ADIPOQ,4.79935718700675,3.167402222730923e-13,1.5369114935345705,0.0185529352353404,,,,,,,6.568183662785939,1.1597203201025962e-25,5.488437158120496,3.1276702339031326e-20,,,3.944326491075248,5.527688957400333e-10,5.061571180011259,2.710707151866817e-16,4.58814556234543,2.9462814313611868e-12,3.9265599569893257,5.455086608528228e-09,2.6239608367836373,9.160874964488516e-05,,,,,5.069075245366547,4.147203627804672e-15,4.866389052629261,4.471394594744443e-15,4.819149429570966,2.0555795021841333e-14,3.0111512944024668,2.114261625284051e-06,2.730910332711173,1.7009966396156735e-05,4.953834640884606,2.1397307763921015e-14,,,,,3.0511616892917006,2.575496727496034e-06,5.370644796058597,3.69490711782122e-16,2.2029507248661515,0.0005458939355836,2.645270064842816,3.024092868558945e-05,,,5.234917955416357,3.807568303245755e-15,2.603478505150567,6.723039691157996e-05,6.647620830285822,1.241880175951602e-26,4.923368614368135,1.6834392823087025e-13,0.7777322143849554,2.0737110326354267,-1.746451081950916,0.014232419269590051,Colorectal Neoplasms,0.0009116633122770659,0.9581151832460733,1.133660540075985,183.0
ADORA3,,,,,-1.0125883242891909,1.4615355050355442e-15,,,,,1.0975126576110414,1.1473217975244763e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.881338423939959e-16,0.016984866664370626,0.26330786717270904,0.0995292968362194,Colorectal Neoplasms,3.487236713628121e-05,0.7777777777777778,0.9202818106142029,7.0
ADRA2C,,,,,,,,,,,,,1.007328617445199,9.924492590993757e-07,,,,,,,,,1.002917846762269,5.3618545281610935e-06,1.1451032892104378,4.5264551631127374e-08,,,,,,,,,1.1648189227746495,1.98466821906436e-08,,,,,1.06011659794557,4.302220387568522e-07,1.1871638505429456,6.460491049113971e-09,,,1.1550961553351136,2.6647527353473284e-08,,,,,,,1.039355371839647,3.935045803261352e-07,1.013382079774954,1.4926172164367906e-06,,,,,,,0.5014616043083986,0.5408817423582136,,,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0
ADRB1,-1.0311567043682943,1.1333995414943282e-06,,,-1.5498663897340657,2.4884775897953564e-13,,,-1.4794253093924985,1.5508936085660612e-12,,,-1.0309937350502445,1.08573910229888e-06,,,,,-1.3226356897725016,1.7613746077860188e-10,-1.2493254001435032,6.654927659173866e-09,,,-1.1058727758889353,5.303055794046534e-07,,,,,-1.131843383253557,5.8185320478306016e-08,-1.1316630170529451,2.0000959274899005e-07,-1.2740297785069952,1.95312391165445e-09,-1.4734016675976107,3.56917994331488e-12,-1.1539364755337904,1.2354219430053774e-07,-1.090744719775114,4.059722361420586e-07,-1.3347505125864645,4.787117077509404e-10,,,,,,,,,-1.299594439912655,1.5153269653499266e-09,-1.2756540596663808,2.105022186104269e-09,,,-1.3373394947337771,2.4760954747030994e-10,,,,,-0.5154968675249978,-0.6225064820058439,,,Colorectal Neoplasms,1.4945300201263376e-05,0.6,0.7099316824738136,3.0
ADSSL1,,,,,-1.3267660786403137,3.214299293159332e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0664559631645774,7.802666888948248e-09,,,,,,,,,,,,,,,,,,,,,-0.5332279815821279,-0.585290003116806,,,,,,,
AEBP1,,,,,,,-1.061992550098475,4.215590010450983e-14,,,1.9920627107233444,9.33598983496898e-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5118565866872022,5.894099829016288e-30,,,,,,,1.262041882494224,1.6999756331272433e-21,,,1.2198401811508133,1.554641588228942e-20,1.2802661614259028,3.0936895072095556e-20,2.1077965520702453e-14,0.4772365363371597,-0.2794134972215261,0.014209800462894166,Colorectal Neoplasms,3.487236713628121e-05,0.7777777777777778,0.9202818106142029,7.0
AFAP1L1,,,,,,,,,,,1.1428732044017742,1.2117604513603307e-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5714366022008871,0.5714366022008871,,,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0
AFAP1L2,,,-1.1206028839466906,3.491528623731777e-22,-1.2161784788316763,1.801901639617742e-27,,,-1.107313943953282,1.9813460290527718e-22,,,,,-1.064747612312438,3.0927650005791024e-20,,,,,,,,,,,-1.131211223539441,3.431646400259598e-24,,,,,-1.0121084237514226,2.9632198990428823e-20,,,-1.0425332481157787,5.723477151653843e-20,-1.089973437136705,3.4597385479614085e-22,,,-1.1099120311952877,3.9473757907571443e-23,,,-1.1227597864994991,7.560537616492181e-26,,,-1.0887319289348545,4.075475177054579e-21,-1.1170380902028445,1.1279109421866256e-23,-1.0153899100725825,6.437378660797833e-19,,,-1.0732615823942453,4.478009113398134e-23,,,,,-0.5060542118757113,-0.5454419583711192,0.3465535741768748,0.029514462965358725,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0
AFF3,,,,,,,,,,,1.6881007551876306,7.279253303722095e-22,,,,,,,,,,,,,1.139904207746991,2.968435908927189e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1805857953886112,2.9066757458987283e-13,,,,,,,,,1.498751333193088e-11,0.23534559537013894,0.5783490709293787,0.007693032845996528,,,,,
AG2,,,,,,,,,,,1.1935440989801098,4.518342621598583e-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5967720494900549,0.5967720494900549,,,,,,,
AGAP2,-1.127287431348254,2.1682428262426523e-12,-1.177433657326954,1.9259723170268206e-11,-1.1748254031666812,4.434981745168039e-11,,,-1.3321736831805495,8.294433251339824e-15,,,,,,,,,,,-1.0608492009983466,3.1415937142114237e-10,-1.1010322746379035,4.689725189834741e-10,-1.2423659223048948,2.219960880910457e-13,,,-1.2384550554942493,1.5451083805310013e-12,,,,,,,,,,,-1.1848991505913091,3.07134542913238e-13,-1.5654261585813805,1.122347817815932e-21,,,-1.054832386290545,1.1580912920458094e-09,,,,,-1.2335346237777831,8.427848475699227e-13,,,,,-1.4421859834150732,7.233388164537068e-19,,,,,-0.5274161931452725,-0.60973026378701,,,Colorectal Neoplasms,2.4908833668772293e-05,1.0,1.1832194707896893,5.0
AGPAT4,,,,,-1.0692165474294393,1.3339425193565124e-14,-1.0219090627490892,1.354343625611815e-12,-1.1589823897652616,2.3207414472185345e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0143313191342669,1.3868186699046043e-14,,,,,,,,,,,,,,,,,,,,,-0.5071656595671334,-0.5301783309604233,,,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0
AGPAT9,,,,,,,,,,,,,,,,,,,,,,,,,-1.0039262365069304,1.3003572088187978e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5019631182534001,-0.5019631182534001,0.33228965898632506,0.06768460703854155,,,,,
