gene,SubGroup-20220427-060001_log2FoldChange,SubGroup-20220427-060001_padj,SubGroup-20220430-004133_log2FoldChange,SubGroup-20220430-004133_padj,SubGroup-20220429-185614_log2FoldChange,SubGroup-20220429-185614_padj,SubGroup-20220421-205602_log2FoldChange,SubGroup-20220421-205602_padj,SubGroup-20220421-025501_log2FoldChange,SubGroup-20220421-025501_padj,SubGroup-20220429-003157_log2FoldChange,SubGroup-20220429-003157_padj,SubGroup-20220425-064702_log2FoldChange,SubGroup-20220425-064702_padj,SubGroup-20220429-130636_log2FoldChange,SubGroup-20220429-130636_padj,SubGroup-20220425-081002_log2FoldChange,SubGroup-20220425-081002_padj,SubGroup-20220419-183523_log2FoldChange,SubGroup-20220419-183523_padj,SubGroup-20220323-140755_log2FoldChange,SubGroup-20220323-140755_padj,SubGroup-20220324-071315_log2FoldChange,SubGroup-20220324-071315_padj,SubGroup-20220322-054649_log2FoldChange,SubGroup-20220322-054649_padj,SubGroup-20220425-114106_log2FoldChange,SubGroup-20220425-114106_padj,SubGroup-20220419-223032_log2FoldChange,SubGroup-20220419-223032_padj,SubGroup-20220324-221313_log2FoldChange,SubGroup-20220324-221313_padj,SubGroup-20220418-141453_log2FoldChange,SubGroup-20220418-141453_padj,SubGroup-20220423-160346_log2FoldChange,SubGroup-20220423-160346_padj,SubGroup-20220321-233956_log2FoldChange,SubGroup-20220321-233956_padj,SubGroup-20220423-200800_log2FoldChange,SubGroup-20220423-200800_padj,SubGroup-20220428-164506_log2FoldChange,SubGroup-20220428-164506_padj,SubGroup-20220419-225028_log2FoldChange,SubGroup-20220419-225028_padj,SubGroup-20220325-000524_log2FoldChange,SubGroup-20220325-000524_padj,SubGroup-20220501-032700_log2FoldChange,SubGroup-20220501-032700_padj,SubGroup-20220428-005140_log2FoldChange,SubGroup-20220428-005140_padj,SubGroup-20220415-113944_log2FoldChange,SubGroup-20220415-113944_padj,SubGroup-20220422-183229_log2FoldChange,SubGroup-20220422-183229_padj,SubGroup-20220322-212513_log2FoldChange,SubGroup-20220322-212513_padj,SubGroup-20220322-144533_log2FoldChange,SubGroup-20220322-144533_padj,SubGroup-20220415-113406_log2FoldChange,SubGroup-20220415-113406_padj,SubGroup-20220423-182806_log2FoldChange,SubGroup-20220423-182806_padj,SubGroup-20220423-120742_log2FoldChange,SubGroup-20220423-120742_padj,SubGroup-log2FC_median,SubGroup-log2FC_mean,NT-TP_log2FoldChange,pvalue,type,SUPPORT,CONFIDENCE,LIFT,COUNT
ASRGL1,-1.075632578548246,4.67724472069652e-13,,,-1.1442682160999798,3.598341469870411e-15,,,-1.331458053999118,2.871762975879944e-22,,,-1.1999994245852226,2.825976426088674e-16,,,-1.071164424059194,1.31838415845537e-12,-1.2395466481887356,5.713950512325669e-17,-1.0416780909403864,1.9304707916186956e-11,-1.2681776743601691,1.118515827205124e-16,-1.166802930398307,1.3910741860632254e-14,,,,,-1.0340332061786093,1.5262309232480865e-11,-1.1842446123213768,1.955889387123222e-15,-1.2717490638471398,5.6647722234301495e-18,-1.246725409952518,5.2470817451325214e-18,,,-1.000232905455764,1.4802369388360002e-10,-1.396988099756391,3.976562090772893e-24,,,-1.3367839424229664,1.434647201822693e-20,,,,,-1.1770798704848917,5.860465826353108e-16,-1.2085333527810005,1.3840180631213586e-17,-1.1112735721987823,1.4155738613351165e-13,-1.2833941783278202,6.789884176712639e-19,-1.1463685610104086,2.6571735401139185e-15,,,-0.500116452727882,-0.5915407271734969,,,Colorectal Neoplasms,1.9927066935017835e-05,1.0,1.1832194707896893,4.0
ATG9B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1570404156712346,7.584594588734628e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5785202078394096,0.5785202078394096,,,Colorectal Neoplasms,1.4945300201263376e-05,1.0,1.1832194707896893,3.0
ATOH1,,,-1.0375565720834683,6.519490999085848e-05,-1.7095687424482966,3.484827112385361e-10,,,-2.048176405140548,4.204589176046198e-15,,,-1.9475465093132425,3.3495597831709737e-13,,,-1.4648938961741136,1.3417782090237184e-07,-1.6015754659112946,8.100686686546374e-09,-1.6941663107303306,3.8366941001846235e-10,-1.6531482879537422,1.265469220831278e-08,-1.1798903017660871,5.0368445554024525e-05,,,-1.4321240490277656,4.136764353917635e-08,-2.027931406270442,2.35828299554029e-14,-1.5585911092967657,2.0698292196533013e-08,-2.149403772309783,5.869039906801817e-16,-1.783995213418054,4.536353397416996e-11,-1.3437218334097425,1.5485896994796952e-06,-1.614214235079282,6.3723988303298945e-09,-1.939024103651089,3.027925037295084e-13,,,-1.9076563376135496,2.128574434109584e-12,-1.2460169290374057,9.39600440352155e-07,-1.1368078024978128,5.279434034856913e-05,-1.73307689089353,1.404658068220954e-10,-2.1534480498802604,9.956082650695111e-17,-1.6051216162118649,2.142878313442884e-09,-1.996318689960284,6.696272091882992e-14,-1.7875280855288198,4.63501838500319e-12,-1.502162850532465,7.508534751552248e-09,-0.5187782860417341,-0.8258919372141004,0.8052283015467399,0.020723758266312804,Colorectal Neoplasms,7.472650100631688e-05,0.9375,1.1092682538653338,15.0
ATP10A,,,,,,,,,,,1.561755892508214,1.6901395805521154e-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1829377451623118,8.267214354061174e-23,,,,,,,,,,,1.0349033636849403,1.6610844033110984e-19,1.0647703412067764,3.027001865845153e-18,0.5174516818424701,0.5957576693783014,,,,,,,
ATP12A,1.643583728002395,0.0013431097328706,,,,,-1.6326657933173712,0.001042907039993,,,1.5814022476790737,0.0013973441484358,,,,,,,,,2.1582886466967115,1.874020518970433e-05,,,1.1262716347136112,0.0269883913684078,1.9960617905797025,3.681977017213019e-05,,,1.3344143308773424,0.0075680653248642,,,1.109364222031657,0.0259533733079119,,,1.0645733750604134,0.0352240114775593,,,,,,,,,1.095186438040818,0.0385947112130914,1.3352333108241807,0.0075407703760993,,,,,1.6505067630848098,0.0011784726787724,1.1635438439548118,0.0203446110144079,2.101210679626328,1.8024127990363254e-05,,,0.03690936134532535,0.6183149631374337,,,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0
ATP1A2,2.3265172133203644,2.7415453129764746e-19,,,,,-1.0063842487512114,3.295955413526268e-06,,,3.730649249612718,7.287426179364565e-53,1.1270996503405042,1.2782046047472947e-05,,,,,1.0549121262338588,5.47839608721516e-05,1.243989038698606,5.275457521503065e-06,1.2155600025938178,2.348355154083733e-06,1.4971727359514475,1.9398230697560564e-09,,,,,1.863472457724215,6.595547166644404e-13,,,1.148325997346103,8.270657803151575e-06,,,,,2.8511910536970806,3.1707053005296224e-31,,,,,1.0265579923733348,3.3924427163208284e-05,2.5117666037206,1.4312854179925959e-21,,,,,,,2.205517941541656,6.157381186751974e-17,1.4202666834430686,1.890557292392653e-09,2.2026314711657817,4.3494657133184856e-18,2.3197783669470784,1.5074780653660236e-18,4.435419401767994e-05,0.8211196964241159,,,,,,,
ATP1B2,1.0471194150470973,2.862625222470028e-13,,,,,,,,,1.7496634289007489,8.991397943128089e-34,,,,,,,,,,,,,,,,,,,1.0601241833685855,1.5105409056745985e-14,,,,,,,,,1.1275389130923357,1.2981860083903422e-16,,,,,,,1.2469936087567683,1.712768796406849e-17,,,,,,,1.244631481745747,9.278563200895192e-19,,,1.27940250935504,2.5429115231027352e-21,1.2631571614594577,2.1619808231144562e-18,0.5235597075236917,0.6201288476029279,,,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0
ATP2A3,,,,,-1.0638522456357973,3.233117506105395e-16,,,-1.1307158963287045,8.661348724580269e-20,,,-1.1582266276017483,1.213847096853508e-20,,,,,-1.0126472544370675,2.560505271331259e-15,,,-1.1670092296430723,2.7807648598466136e-18,,,,,,,-1.1132027633784043,5.0408733851926205e-20,-1.1115815504894044,6.749022480516708e-19,-1.2593576652668823,6.19256289270519e-25,-1.0591686951022217,3.542854586839577e-17,,,,,-1.0982141984873603,1.0160731276379672e-18,,,-1.1747284039330617,6.5608373118732935e-21,,,,,-1.032093613965083,1.2165048241625544e-16,-1.3139326379296967,2.538223944155444e-27,,,-1.1107821683390422,4.940598631578474e-19,,,,,-0.5063236272185337,-0.5624771233708992,,,Colorectal Neoplasms,2.4908833668772293e-05,0.625,0.7395121692435558,5.0
ATP2B4,,,,,,,,,,,1.1571879888889136,1.0112262770843762e-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5785939944444568,0.5785939944444568,,,Colorectal Neoplasms,2.989060040252675e-05,0.8571428571428571,1.0141881178197336,6.0
ATP6V0D2,,,,,-1.230934773832701,4.591564844843448e-14,,,,,1.012858701852747,4.636630414372611e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3183381650105297e-09,-0.04361521300498788,,,,,,,
ATP8B2,,,,,,,,,,,1.6248438818904014,2.4606593337020773e-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8124219409452007,0.8124219409452008,,,,,,,
ATP8B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1358045868580295,9.01080302324118e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5679022934290143,-0.5679022934290143,,,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0
ATP8B4,,,,,,,,,,,1.039230154609221,1.4326014296413987e-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5196150773046105,0.5196150773046105,0.17242676836622056,0.08954888756425121,,,,,
ATP9A,1.0319244089259867,1.1165619983496671e-26,1.0294255106434247,6.843799023102723e-25,,,,,1.01776416561113,5.052706410699166e-29,,,,,,,,,,,,,,,1.11077501287915,9.935110896465549e-31,,,,,,,,,,,1.0185534092185624,1.4091757827229376e-24,,,,,1.095524123978846,6.95419972010521e-32,,,1.0425456407774731,3.619217928119697e-29,,,,,1.063916863140909,7.334554816858054e-29,,,,,1.0221639447408333,7.262459612231834e-26,,,,,0.508882082805565,0.523235534880099,,,,,,,
AXIN2,,,,,,,1.055008235528614,1.0249722542046981e-12,,,,,,,1.2439660753800637,3.2789852070673133e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0944438153652984,1.1051907047401543e-13,,,,,,,,,1.0800309815912756,5.0885470566204574e-14,,,,,,,,,0.5275041177648194,0.5556614695145842,,,Colorectal Neoplasms,0.0006476296753880796,0.9848484848484849,1.1652919030504516,130.0
AXL,,,,,,,,,,,1.3845180191088888,1.0672934125388846e-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6922590095544444,0.6922590095544444,,,Colorectal Neoplasms,0.00013948946854512484,1.0,1.1832194707896893,28.0
B3GALT5,-1.8440263698549912,6.235064948375087e-20,-2.012010009217162,1.8846485654363256e-25,-2.332452933348997,1.185336519634272e-30,-1.5068586431332076,1.0930999645125824e-11,-1.9183643928443763,3.969818669483721e-21,,,-2.304151163203503,2.104773669581353e-31,-1.6970190821242468,7.969152008543849e-16,-1.6215400863416511,9.901396289212405e-14,-1.9020965004496264,4.2230857606808336e-19,-1.8049773380705716,3.55556065928584e-17,-1.635756967271215,1.842512872263376e-12,-2.201088260606644,3.6318219179941084e-27,-2.0694568337160426,9.2377992395611e-24,-1.897083622322983,2.318661687822049e-22,-1.8908651783035424,5.506491252162072e-20,-2.2975772084889816,1.9423098095683568e-30,-2.0556096681176084,1.8783746414201398e-22,-2.177085021669967,1.2438815649012078e-27,-1.9804902319263835,2.3713844836310625e-23,-1.8823703228734423,1.4544841743496158e-19,-2.355809915460836,2.670549821430792e-33,-1.396427873535581,4.07017007606504e-10,-2.1162854512165064,1.734757618979808e-24,-1.3354811904065411,6.546308426037875e-11,-1.9046411305275737,9.716351532276288e-21,-2.130814662916326,1.1383921892633087e-26,-1.8657737002722676,2.066550161423361e-18,-1.8291121591474009,2.7749932449878715e-19,-2.259524346952705,1.7075643087111236e-30,-1.829512496471408,2.6939227018172142e-20,-1.6533876109332566,1.116675671727144e-16,-0.6677405952032706,-0.9583395391498962,,,Colorectal Neoplasms,5.97812008050535e-05,1.0,1.1832194707896893,12.0
B3GNT4,-1.3127039745232223,3.105218394812397e-15,-1.0371210857341913,2.860257571473987e-09,-1.0492728573469658,3.6246213629277256e-10,,,-1.1895900201595244,2.284886982399013e-13,,,,,,,,,,,,,-1.1951311581924746,1.2124727193133713e-12,-1.3432678425944538,5.99915703300686e-16,,,-1.1476752948078968,6.304072250304546e-12,,,,,,,-1.033953071007411,3.020088313456935e-09,,,-1.1335313754834344,3.012918628760598e-11,-1.2920323463592438,2.7208681265243746e-15,,,-1.0103448705654294,3.1401416355794316e-09,,,,,-1.2923245650293382,4.835661901015903e-15,,,-1.0149739718982012,6.217585673370672e-09,-1.2157385805529275,3.637475224044965e-13,-1.0328411779827908,7.63286237686712e-10,,,-0.5051724352827144,-0.5743766003586499,,,,,,,
B3GNT6,-1.5447631897873153,7.522856492770088e-07,,,-2.286770860477831,7.110939158468786e-12,,,-3.52585772762666,6.545691169055912e-32,,,-2.182174334033431,1.9953227001858808e-10,-1.4299475692813153,2.715341871075913e-05,-1.8978641735889357,4.063794383556553e-08,-2.14745965460654,3.251427237812193e-10,-2.1529105751561124,1.994325739986618e-11,-3.3189425209391823,2.519835503881481e-23,-1.9814945158030917,1.488577704413968e-08,-1.5519856903180602,8.439865242621191e-06,-1.5563246887110869,2.4912692388824985e-07,-3.027848269965186,2.822533350929961e-21,-1.8694208412296505,5.269481473694242e-08,-3.1853221563998555,1.962318486514057e-23,-1.9564347749104811,7.428204865865916e-09,-1.5873302217784535,4.297808795038645e-06,-1.9528522371095476,1.662955211240587e-08,-3.230005478096581,1.421944380241697e-26,,,-2.4317608006487386,3.665007264964103e-13,,,-1.666945069384976,7.060777635147733e-07,-2.123747666318623,9.975124528515063e-11,-3.622347544523933,2.4101005320079687e-32,-1.84471053098182,8.852006932290381e-09,-2.9985076231880288,2.4004523763480488e-21,-2.098103536520514,5.052903511286881e-12,-1.342656302847144,1.409329380747731e-05,-0.671328151423572,-1.1124683794908106,1.2227194705852105,0.0040908420138953865,Colorectal Neoplasms,2.989060040252675e-05,1.0,1.1832194707896893,6.0
B3GNT7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.054341113869568,1.110738192967853e-06,,,,,,,,,-1.1003140059848997,2.007710864165427e-07,,,,,,,,,-1.0259577525735033,1.483853034170972e-06,,,,,,,,,,,-0.5129787759012084,-0.527655550423838,0.5736722085114161,0.03302718147684581,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0
B4GALNT1,,,,,,,,,,,1.2953699655531683,5.246215420511031e-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.094824824625965,2.1285103959140345e-19,,,,,,,,,,,,,,,0.5474124123129825,0.5875214404984231,,,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0
B4GALNT2,,,,,-2.390178792748598,1.73102704998658e-10,,,-2.0103287945576778,8.139041061270813e-08,,,-2.262365917607277,3.191743567947886e-09,,,-1.391995063705624,0.0005526153894952,-1.3142793374008075,0.0011208087197493,-1.1296409925411477,0.0039989547254427,-2.2598836722929065,2.9636689284911724e-08,-1.852061391211416,2.1689978348293315e-06,,,,,-1.6672084946854804,2.030153376010796e-05,-1.6627365263688345,1.8355287598326884e-05,-2.2082527976671558,8.153700117107364e-09,-1.481986715456961,0.0001278525608873,,,-1.5144988831677832,0.0001288004780541,-2.07545682847719,1.5387551490966105e-08,,,-1.9881110356799452,2.2887213720144406e-07,,,,,-1.603217645478349,1.966119844337908e-05,-2.058877301001382,4.7712363620300866e-08,,,-1.903781398641492,4.163055797777152e-07,-1.1338423333413807,0.002709003912467,-1.0534155750519243,0.0059243164812394,-0.5267077874394108,-0.8652244784003534,0.881282895748656,0.057881626174947846,Colorectal Neoplasms,4.4835900603790125e-05,0.9,1.0648975237107206,9.0
BAAT,,,-1.3343958537034877,0.0001055531784502,,,,,,,-2.4521419731298844,4.708515541193213e-14,,,,,,,,,,,,,-1.0871818174093637,0.0023770869723599,,,,,,,,,,,-1.6282927284604467,2.295866520745938e-06,-1.3809348253155558,6.813138426018591e-05,,,,,,,,,,,,,,,,,,,,,,,,,-0.5435909087046583,-0.7658168217565234,,,,,,,
BACH2,,,,,,,-1.2339697137692158,1.7059995116846022e-19,,,1.917200731964689,8.370373340106097e-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20361610861201,3.371596853366616e-19,,,,,,,,,,,,,1.2864822105147784,1.546998992409619e-22,2.538798182525609e-19,0.35259214859136245,,,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0
BAI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.037103641143206,5.960150676702955e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5185518205686229,-0.5185518205686229,,,,,,,
BARX1,1.820892946580029,8.296726046372786e-07,1.8875061237805488,3.6197580923888114e-08,1.386157178122584,7.722559601771791e-05,,,1.085622330489902,0.0022459708191882,1.6112380919670934,5.267902653232823e-06,2.071304246105259,4.809173961637754e-09,,,1.46768803692822,6.32580875370295e-05,2.620135272528622,6.125537327456602e-14,1.0126437628393596,0.0092188074171339,,,1.8223390139462807,6.00986068163688e-07,1.7810553320990472,3.331000405484692e-07,,,2.2955522018914243,1.950422022936752e-10,2.093568532299252,4.677586034244837e-09,2.2392392246538013,4.49762907941979e-10,,,1.911767526482527,4.7876157227787024e-08,2.114569914489942,6.856009368781837e-09,1.1517189550610305,0.0014780165357417,1.1579326110656172,0.0011229126015854,1.4755492983117664,5.963784698586128e-05,2.764595185105013,1.7915387936289867e-15,1.338345454055541,0.0001683759145854,1.598408614840804,6.993640208256308e-06,1.582987566914568,3.668768221035892e-06,2.287490937454026,4.3601253028459534e-10,1.6416553429508385,4.873499658622782e-06,2.1859516301510515,9.76839757386902e-10,2.225662818744556,6.661016928410366e-10,0.5109312851282468,0.8937630238275547,,,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0
BARX2,-1.672083526400244,2.1562580333086104e-15,-1.6810776043388975,8.860880557358384e-16,-1.7065509577763929,3.932994849114042e-16,,,-1.7240965229898042,4.912505161338172e-17,,,-1.8991545062390107,1.0683753307243271e-20,-1.1351422103629816,1.934922438650184e-07,-1.4633023022257758,7.675747679318844e-12,-1.771912266110767,3.8091935573289277e-17,-1.6247066133809862,1.0577646010980521e-13,-1.5576816822460442,4.804489648367057e-12,-1.5785758583121308,7.387968029936545e-13,-1.4853029058976148,4.9262825533692195e-12,-1.3792375335301923,8.315648932279446e-11,-1.7020566256439935,4.3164591742985263e-16,-1.887204476271048,1.6792507798091449e-19,-1.935344073760637,5.017130664349775e-21,-1.6582724497866017,1.0011506658203781e-14,-1.656638675094121,9.453279855988151e-15,-1.720410842700708,8.029378965942576e-16,-1.9711641836687943,2.880114052313686e-22,,,-1.6503253759215453,1.7745716858516397e-14,-1.2751445897680218,8.484843719469801e-10,-1.4294822432706482,4.1377139606051027e-11,-1.7265213626851807,2.9867461009227813e-16,-1.3299450999938178,3.9360221417313853e-10,-1.7412617344580468,7.121738271840577e-17,-1.909778743252995,3.1410772512737397e-20,-1.5300105469858076,2.072813146474063e-13,-1.4166943277015205,7.0717329335576656e-12,-0.5675711051814908,-0.8099432330690065,,,,,,,
BASP1,,,,,,,,,,,1.390766794191588,1.3827586245494628e-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0934154023091422,3.794879094054881e-25,,,,,,,,,,,,,,,0.5467077011545711,0.6061779795310602,,,,,,,
BCAM,,,,,,,,,,,,,,,,,1.009695779535532,6.226805243546916e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0126238188221544,4.778535608474702e-16,,,,,,,0.5048478897677662,0.5054334976250907,,,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0
BCAS1,,,,,,,,,,,,,-1.132422420645839,1.255876157707111e-13,,,,,-1.1479287917180685,1.6690142241836868e-14,,,-1.1349871960625395,2.671352741424505e-12,,,,,,,-1.047507153533326,4.669389621250559e-12,-1.039157052062889,5.701016669829476e-12,-1.340734664750933,3.999262167273297e-20,,,,,,,-1.0324774846840654,8.243253224243524e-13,,,-1.1811566424139468,1.3678849127451797e-15,,,,,,,-1.1944497721446157,2.226745634095811e-16,,,,,,,,,-0.5162387423420327,-0.5666873642286445,,,Colorectal Neoplasms,1.9927066935017835e-05,1.0,1.1832194707896893,4.0
BCAT1,,,,,,,-1.1569678508360448,5.72658772489971e-16,,,1.6271647760906838,1.3669717111957454e-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.065416273093737,5.816273588634395e-20,,,,,,,,,,,,,,,2.8635846761292866e-16,0.2193733140497681,,,Colorectal Neoplasms,0.00012952593507761591,1.0,1.1832194707896893,26.0
BCHE,2.0539735038839364,8.582344382973209e-19,,,,,,,,,2.279346791789445,1.11512407603847e-22,,,,,,,,,,,1.6563090455534204,3.04762365780482e-12,1.3517168835571136,1.0413779977263592e-08,,,,,,,,,,,,,,,2.4066411104696885,6.109494904790992e-27,1.1280372959760498,1.81495353077177e-07,,,,,1.5018524913515487,1.5873283772967202e-09,,,,,,,1.0630325613800935,3.2246956026066895e-05,1.3869407332199264,8.01467633603779e-10,,,1.7287384304702818,6.950008141905542e-13,0.5315324041680598,0.8137216044322506,0.6039000061041028,0.0349263195681726,Colorectal Neoplasms,0.000119562401610107,0.9230769230769231,1.0922025884212518,24.0
BCL2A1,,,-1.199353778405605,5.054203135026897e-20,,,,,-1.016319086672531,1.4023204422645761e-14,1.1123606313832166,8.598725074660234e-15,,,,,,,,,,,,,,,,,-1.18553357564382,8.13547632177421e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0702652624546183e-17,-0.25431620103763514,0.2893997203301076,0.09763305135510965,Colorectal Neoplasms,0.00038359603849909334,0.8461538461538461,1.001185706052814,77.0
BCL6B,,,,,,,,,,,1.287001870690673,1.369020792184415e-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6435009353453365,0.6435009353453365,,,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0
BDNF,,,,,,,,,,,1.0741799605163904,7.176010460593016e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.537089980258554,0.537089980258554,-0.31604257454983015,0.09082868070591335,Colorectal Neoplasms,0.0001693800689476516,0.918918918918919,1.0872827569418768,34.0
BEAN,,,,,,,-1.1066173459936022,5.943881105851916e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5533083758027458,-0.5533083758027458,,,,,,,
BEGAIN,,,,,-1.0767706947228215,2.76541344927965e-10,-1.3185949817854148,5.177903867907284e-15,-1.2545548915834237,3.320295307835757e-14,,,,,,,,,,,,,,,,,,,-1.360655594598489,6.847496280981076e-16,,,-1.0398006839902136,6.773754161440088e-10,,,-1.2685779422549148,2.53384584482717e-14,,,,,-1.3889536706928964,6.7506958668283394e-18,-1.130370509266682,1.8828494822498455e-11,,,,,-1.285675004944894,1.7565992159302754e-14,,,,,,,-1.088600711683078,7.522497567775441e-11,,,,,-0.5199003419951068,-0.6063073822128515,,,,,,,
BEND6,1.1048828940374331,6.339230609180827e-16,,,,,-1.1317957346380132,7.199917990837135e-17,,,2.1683583903127497,6.6409568121073e-55,,,,,,,,,,,,,,,,,,,1.2217623992723086,9.133368368974088e-20,,,,,,,,,1.0681937699617483,1.9041469391652512e-15,,,,,,,1.5986796714560392,7.78662687270137e-31,,,,,,,1.245892366831753,5.723316934752671e-19,,,1.1928202159159145,4.880762477193599e-18,1.2112590443886826,2.298192031992842e-16,1.269035000041667e-15,0.5094764746072958,,,,,,,
BEST2,,,,,-1.9524145629880711,1.12911547034565e-08,,,-2.0715605282807155,5.130983245494577e-10,,,-1.7102161092286976,4.383482887431917e-07,,,-1.062104497963353,0.0026136192952846,,,,,-2.063047610661028,5.962381425722413e-09,-1.8501844063541963,3.274732614817832e-08,,,,,-1.316200914614239,0.0001059684730017,-1.7553731469891982,1.1849474675635077e-07,-1.9979207515122577,1.8297841088655294e-09,-1.0865375560620425,0.0015475986537588,-1.1835996396860065,0.000397107508846,-1.3186068093948276,9.418924943853672e-05,-2.1856737536694677,7.51919606542343e-12,,,-1.911892157705708,8.078662688401661e-09,,,,,-1.3201061576654896,6.227440956375362e-05,-2.308473802970509,4.916013882115869e-12,,,-2.178258717831323,8.653374196167142e-12,,,,,-0.5310522489792184,-0.8513829142194265,1.0107929321290312,0.01534447885246815,Colorectal Neoplasms,1.9927066935017835e-05,1.0,1.1832194707896893,4.0
BEST3,,,,,,,,,1.1813728086430202,0.0013250855287109,,,,,,,,,1.3954532351943985,0.0001352439090641,1.075080471508984,0.0047626080166563,,,1.5792231807191155,2.2741439913965405e-05,,,,,,,,,1.4450747971907865,8.461230449930383e-05,,,,,,,,,,,1.2323199956130957,0.0009034374945745,1.0478589259541766,0.0047963290713688,,,,,1.5235533111764927,2.332905014893417e-05,1.2145395940137784,0.0012295033146521,1.2166889115660742,0.0010796079136905,,,1.2961340162365822,0.000398128771587,0.5263276275127727,0.6412342392236584,,,,,,,
BEX2,1.3729477242670665,7.348257588232468e-07,2.0030450324162725,1.7860022783925212e-14,1.5333151386934132,1.2222484012148832e-08,1.0964760818995731,3.333752380369874e-05,1.300914035167017,1.6909483892798695e-06,,,1.4636916581592747,4.854400426057767e-08,1.317823707353187,1.1460692649030104e-06,1.5022036943483903,1.7529980803085277e-08,1.6253497545097604,1.7542387927072636e-09,1.3052629856190148,3.704671826541272e-06,1.2605191518181638,1.3011431917012052e-05,1.7066359964971465,4.5469028652888174e-10,1.7626626306632265,2.9048811961576183e-11,1.6672606662872655,3.407864370711727e-10,1.5658472578846707,8.029558530722697e-09,1.74819097475513,7.705563083285956e-11,1.4881076809245968,5.12363895113073e-08,1.711053340699377,2.1520832659224778e-10,1.5486359646163628,1.1206294817212734e-08,1.7811871913619384,4.640117232381144e-11,1.5080940078564826,2.5402035045029383e-08,1.3804015566157668,4.274262337951865e-07,1.8753782714045395,1.7024325673366568e-12,1.913014915798612,2.0003831469197317e-13,1.2475358756613537,6.84527207834087e-06,1.6899579913275349,2.842824525284514e-10,,,1.931722718625229,6.985783033279712e-13,1.4172962103622704,2.281088927224327e-07,1.7803025689009957,1.2648890329738564e-11,1.3734048520553472,4.803508382291792e-07,0.5482547097116884,0.7774845267258589,,,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0
BEX4,1.0624005984100813,5.150480652237515e-15,,,,,,,,,1.40003707251729,1.201396321617955e-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1840255964181454,2.299435093990369e-19,,,,,,,1.512375962341541,2.8460017071538444e-33,,,,,,,1.3102055537114576,3.022892980808444e-23,,,1.115191274772635,5.535497535497013e-17,1.151682867583276,3.045478430556244e-17,0.5312002992050432,0.6178079483306317,,,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0
